election_id,source_rows,regime_rows,regime_share,regime_phrase_density,regime_speaker_coverage,accountability_share,accountability_phrase_density,salience_component,severity_component,breadth_component,accountability_component,joint_evidence,mega_issue_intensity,available_date,source_model,automatic_shock_type,automatic_event_class_level,automatic_event_class_intensity,automatic_taxonomy_confidence,automatic_mega_issue_intensity,target_outcome_used
pres_2002,50294,531,0.0119428395970155,0.7160075329566855,0.1386861313868613,0.1187176996369559,0.7549690371554135,0.0796189306467703,0.7160075329566855,0.1849148418491484,0.7729949865651058,0.3109179556877615,0.6450049627535852,2002-11-11,speech_derived_mega_intensity_v1,diffuse_issue_environment,0.35,0.5,0.43001725761781745,0.5,False
pres_2007,58040,5366,0.0719820724676699,0.38353379379426,0.5820178448867536,0.143503277655085,0.7431458069190363,0.4798804831177997,0.38353379379426,0.776023793182338,0.8431838829441445,0.6023343173818899,1.0442099448438609,2007-12-17,speech_derived_mega_intensity_v1,accountability_scandal,0.6,1.0,0.8809221266277389,1.0,False
pres_2012,66580,5208,0.0479571965315523,0.2883174587173578,0.5500306936771026,0.0980283607579089,0.5564365029006526,0.3197146435436825,0.2883174587173578,0.7333742582361368,0.6030287900546398,0.4824670010230597,0.8491616106142776,2012-12-10,speech_derived_mega_intensity_v1,political_realignment,0.5,0.75,0.8563727332395262,0.75,False
pres_2017,15838,1796,0.1319762146565752,0.6769657600222717,0.6774193548387096,0.1345988200734238,0.8946545815295815,0.8798414310438348,0.6769657600222717,0.9032258064516128,0.895989029126155,0.8450712335429795,1.5712180846427797,2017-04-10,speech_derived_mega_intensity_v1,institutional_crisis,1.0,2.0,0.8984770750341594,2.0,False
pres_2022,5006,751,0.1070185538953072,0.3739628229027962,0.6584699453551912,0.1957666650722757,0.7402672910662824,0.7134570259687147,0.3739628229027962,0.877959927140255,0.8603878724542103,0.6832208504356151,1.2001860957049475,2022-03-07,speech_derived_mega_intensity_v1,accountability_scandal,0.6,1.0,0.8314031761128311,1.0,False
