election_id,region_scope,candidate_name,affinity,available_date,confidence,evidence_type,source_url,notes
pres_2002,chungcheong,노무현,0.7576651983963101,2002-12-18,0.7984359711335656,automatic_regional_policy_commitment,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART000869966,Factual commitment routed with automatically derived candidate-issue association and issue importance
