election_id,slot,candidate_name,nominal_level,point_share,lower_share,upper_share,width_pp,official_actual_share,covered,training_elections,forecast_region_weight_source,target_outcome_used_to_construct_bounds
pres_2007,A,이명박,0.5,0.5338854786343116,0.4990030468266417,0.5559617970844002,5.695875025775848,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.8,0.5338854786343116,0.47289513343489853,0.5797748707419617,10.687973730706313,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.9,0.5338854786343116,0.4573534310832118,0.5939123508104012,13.655891972718937,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.95,0.5338854786343116,0.4439888731313122,0.6052495674174652,16.126069428615295,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.5,0.30467379722667765,0.2819541601131741,0.330587556674937,4.863339656176291,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.8,0.30467379722667765,0.262211545278149,0.35362117483294514,9.140962955479615,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.9,0.30467379722667765,0.25148464060565173,0.3672746763153577,11.579003570970597,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.95,0.30467379722667765,0.2418920666304157,0.3794604126391846,13.756834600876891,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.5,0.1614407241390109,0.14877749510561375,0.18197823587100426,3.3200740765390506,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.8,0.1614407241390109,0.1361635072688706,0.19823718648114244,6.207367921227183,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.9,0.1614407241390109,0.12915126089286733,0.2081810983388678,7.902983744600048,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.95,0.1614407241390109,0.12349467627039035,0.2169638975304658,9.346922126007545,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.5,0.5145527894564129,0.4860851021926551,0.5402320788992928,5.41469767066377,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.8,0.5145527894564129,0.4614819831639497,0.5644345300168687,10.2952546852919,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.9,0.5145527894564129,0.4465690981297369,0.5790060883612522,13.243699023151533,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.95,0.5145527894564129,0.433736561368594,0.5911048632653079,15.736830189671386,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.5,0.4854472105435871,0.4597679211007071,0.5139148978073449,5.414697670663782,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.8,0.4854472105435871,0.43556546998313156,0.5385180168360503,10.295254685291871,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.9,0.4854472105435871,0.4209939116387477,0.553430901870263,13.243699023151528,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.95,0.4854472105435871,0.408895136734692,0.5662634386314056,15.736830189671359,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2017,A,문재인,0.5,0.4743501649935584,0.4470819739114157,0.49459546221056716,4.751348829915147,0.47475871042772055,True,pres_2002|pres_2007|pres_2012,latest_prior_presidential_contest_votes,False
pres_2017,A,문재인,0.8,0.4743501649935584,0.4247710226403504,0.5159226689697639,9.115164632941353,0.47475871042772055,True,pres_2002|pres_2007|pres_2012,latest_prior_presidential_contest_votes,False
pres_2017,A,문재인,0.9,0.4743501649935584,0.41108766754539067,0.5288517632473748,11.776409570198416,0.47475871042772055,True,pres_2002|pres_2007|pres_2012,latest_prior_presidential_contest_votes,False
