election_id,training_elections,training_election_count,training_rows,common_sigma,regional_sigma,local_sigma,region_weight_log_sigma,region_weight_training_transitions,forecast_region_weight_source,target_outcome_used_to_construct_bounds
pres_2007,pres_2002,1,48,0.1022365908919074,0.10192711117853827,0.3057813335356148,0.0,0,latest_prior_presidential_contest_votes,False
pres_2012,pres_2002|pres_2007,2,96,0.07606377815460844,0.11347784617472348,0.2893386016681769,0.029908294176916664,1,latest_prior_presidential_contest_votes,False
pres_2017,pres_2002|pres_2007|pres_2012,3,130,0.07055076148781185,0.11415873832115878,0.274580880458298,0.042836809776292006,2,latest_prior_presidential_contest_votes,False
pres_2022,pres_2002|pres_2007|pres_2012|pres_2017,4,181,0.06323250014266658,0.10418141079969431,0.24551090815025098,0.09706467474760576,3,latest_prior_presidential_contest_votes,False
