variant,election_id,regional_weighted_mae_pp,rows,national_candidate_mae_pp
strict_base,pres_2002,9.06242191212828,48,9.032597403960288
strict_base,pres_2007,9.999254112855793,48,8.412116864659616
strict_base,pres_2012,2.2803194882615383,34,1.744462221750137
strict_base,pres_2017,7.960180927887361,51,7.277486395909963
strict_base,pres_2022,1.5272789879069884,51,0.8813676168023487
structural,pres_2002,6.948941844937031,48,6.813025365808239
structural,pres_2007,7.933092845863696,48,6.345095127720666
structural,pres_2012,2.370490703884274,34,0.0381647531251028
structural,pres_2017,8.526516835435766,51,8.109492840901536
structural,pres_2022,1.953914006835549,51,1.4877230900331202
structural_mega,pres_2002,6.948941844937031,48,6.813025365808241
structural_mega,pres_2007,7.933092845863696,48,6.345095127720666
structural_mega,pres_2012,2.249637431991314,34,0.4093990278259712
structural_mega,pres_2017,7.251284822960201,51,6.595572496456817
structural_mega,pres_2022,1.9539140068355492,51,1.487723090033122
structural_mega_shock,pres_2002,6.948941844937031,48,6.813025365808239
structural_mega_shock,pres_2007,7.748825821419395,48,6.100479885735972
structural_mega_shock,pres_2012,2.2259505998795173,34,0.4821467117943595
structural_mega_shock,pres_2017,6.083870849366437,51,5.113211987961697
structural_mega_shock,pres_2022,1.9539140068355492,51,1.487723090033122
structural_mega_shock_regime,pres_2002,6.948941844937031,48,6.813025365808239
structural_mega_shock_regime,pres_2007,4.521222482962733,48,1.6576514343635902
structural_mega_shock_regime,pres_2012,2.3782153039917397,34,0.1271137277476658
structural_mega_shock_regime,pres_2017,3.960688958677063,51,2.308549915956067
structural_mega_shock_regime,pres_2022,1.9539140068355492,51,1.487723090033122
v26_graded_mega_intensity_event_aligned,pres_2002,2.751906049391819,48,2.3415585413398796
v26_graded_mega_intensity_event_aligned,pres_2007,4.271849655026853,48,0.6610290417112493
v26_graded_mega_intensity_event_aligned,pres_2012,2.3782153039917406,34,0.1271137277476686
v26_graded_mega_intensity_event_aligned,pres_2017,3.025109364399611,51,0.20112533458532256
v26_graded_mega_intensity_event_aligned,pres_2022,1.134085937756812,51,0.27414275854433223
