variant,regional_equal_election_macro_mae_pp,national_equal_election_macro_mae_pp,winner_accuracy,rows
strict_base,6.188409825220168,5.46691987414621,0.6,232
structural,5.49049904520855,4.760107648373301,0.6,232
structural_mega,5.235122753848923,4.45724234952297,0.8,232
structural_mega_shock,4.954466877247446,4.111596330975052,0.8,232
structural_mega_shock_regime,4.089585577973976,2.9178066399430067,0.8,232
v24_structural_residual,2.7697878398093887,1.075668050363226,0.8,232
