election_id,region_id,dominant_slot,runner_up_slot,rejection_rate,runner_core_floor,runner_flexible_mass,transfer
pres_2007,sido_11,A,B,0.03739924530081257,0.22472742260445905,0.12025106192103108,0.004497298962467843
pres_2007,sido_26,A,B,0.03739924530081257,0.12301440192320134,0.0703302943579105,0.002630299930769849
pres_2007,sido_27,A,B,0.03739924530081257,0.053329778442737855,0.03796822638601348,0.0014199830122473022
pres_2007,sido_28,A,B,0.03739924530081257,0.18829649635747572,0.13021830748196875,0.004870066424174786
pres_2007,sido_29,A,B,0.03739924530081257,0.5063986688693,0.25707628348682976,0.009614458987145177
pres_2007,sido_30,A,B,0.03739924530081257,0.1749885957265136,0.16103883727067125,0.006022730978043471
pres_2007,sido_31,A,B,0.03739924530081257,0.09222167163681577,0.07916092669358765,0.002960558915653126
pres_2007,sido_41,A,B,0.03739924530081257,0.19697816370481863,0.12969450846976466,0.004850476736429041
pres_2007,sido_42,A,B,0.03739924530081257,0.16209645385893912,0.09625017224824928,0.0035996838021577367
pres_2007,sido_43,A,B,0.03739924530081257,0.1871115693451475,0.1299539064262084,0.004860178024232611
pres_2007,sido_44,A,B,0.03739924530081257,0.13394141164498347,0.1874073182259589,0.007008892265500079
pres_2007,sido_45,A,B,0.03739924530081257,0.5050615589935803,0.2586704412394576,0.009674079283983898
pres_2007,sido_46,A,B,0.03739924530081257,0.5115021109033597,0.25307367348834064,0.009464764393968197
pres_2007,sido_47,A,B,0.03739924530081257,0.06890350771281285,0.03833231221336075,0.0014335995474148123
pres_2007,sido_48,A,B,0.03739924530081257,0.09946688550132185,0.06699598967239712,0.0025055994519286853
pres_2007,sido_50,A,B,0.03739924530081257,0.0,0.28017006651844195,0.010478149043668184
pres_2017,sido_11,A,B,0.10167156077441027,0.2981507946412702,0.023127196591998855,0.0023513781738451456
pres_2017,sido_26,A,B,0.10167156077441027,0.3539560494922693,0.03933405238348808,0.003999154497411645
pres_2017,sido_27,A,B,0.10167156077441027,0.46188341785631837,0.03961407580527476,0.004027624915758088
pres_2017,sido_28,A,B,0.10167156077441027,0.2930148075897038,0.032986421012989875,0.003353780908752484
pres_2017,sido_29,A,B,0.10167156077441027,0.03418060162298013,0.023364792155330473,0.0023755348856021466
pres_2017,sido_30,A,B,0.10167156077441027,0.23961703692194194,0.032377923765801814,0.0032919140439039416
pres_2017,sido_31,A,B,0.10167156077441027,0.3553353097157836,0.0350828591297801,0.003566929044153511
pres_2017,sido_36,A,B,0.10167156077441027,0.17243319954853462,0.0651328969734091,0.006622163293045366
pres_2017,sido_41,A,B,0.10167156077441027,0.29048677500778053,0.03329232723176245,0.00338488287146569
pres_2017,sido_42,A,B,0.10167156077441027,0.3376440484133232,0.03612933237547994,0.003673325612352477
pres_2017,sido_43,A,B,0.10167156077441027,0.2911638514975106,0.033567049788740866,0.003412814342613622
pres_2017,sido_44,A,B,0.10167156077441027,0.2550776099850012,0.03447511637710299,0.0035051388899394933
pres_2017,sido_45,A,B,0.10167156077441027,0.06824834845461263,0.02818894852469718,0.002866014393095472
pres_2017,sido_46,A,B,0.10167156077441027,0.043855392347036816,0.022492049814099406,0.002286801809615271
pres_2017,sido_47,A,B,0.10167156077441027,0.48631345528964043,0.04011271401098715,0.004078322240394618
pres_2017,sido_48,A,B,0.10167156077441027,0.3752628188705947,0.03872074488491911,0.003936798566797489
pres_2017,sido_50,A,B,0.10167156077441027,0.23974953104859795,0.050821579475108986,0.005167109306255064
