election_id,region_id,donor_slot,recipient_slots,candidate_ballot_recent_base,floor_mode,recipient_weight_mode,protected_floor,before,reservoir,gain,transfer,after
pres_2002,sido_11,C,A|B,0.0172553182802303,theoretical,prediction_tilted,0.01,0.06062585210786211,0.05062585210786211,0.5,0.025312926053931054,0.035312926053931055
pres_2002,sido_26,C,A|B,0.039818482004606,theoretical,prediction_tilted,0.01,0.10665153878882411,0.09665153878882411,0.5,0.048325769394412056,0.05832576939441205
pres_2002,sido_27,C,A|B,0.0058164519761945,theoretical,prediction_tilted,0.01,0.0517226551782035,0.0417226551782035,0.5,0.02086132758910175,0.03086132758910175
pres_2002,sido_28,C,A|B,0.0255062904560678,theoretical,prediction_tilted,0.01,0.06280079145413851,0.05280079145413851,0.5,0.026400395727069256,0.036400395727069254
pres_2002,sido_29,C,A|B,0.0779749988731636,theoretical,prediction_tilted,0.01,0.1347013549995601,0.1247013549995601,0.5,0.06235067749978005,0.07235067749978005
pres_2002,sido_30,C,A|B,0.0189676131685742,theoretical,prediction_tilted,0.01,0.0754167269552507,0.0654167269552507,0.5,0.03270836347762535,0.04270836347762535
pres_2002,sido_31,C,A|B,0.3115852121639049,theoretical,prediction_tilted,0.01,0.2554016304699594,0.2454016304699594,0.5,0.1227008152349797,0.1327008152349797
pres_2002,sido_41,C,A|B,0.0208780312728109,theoretical,prediction_tilted,0.01,0.058220429227290704,0.0482204292272907,0.5,0.02411021461364535,0.03411021461364536
pres_2002,sido_42,C,A|B,0.0200289187580357,theoretical,prediction_tilted,0.01,0.08644776691940981,0.07644776691940981,0.5,0.038223883459704906,0.0482238834597049
pres_2002,sido_43,C,A|B,0.0118716878700329,theoretical,prediction_tilted,0.01,0.0733073690080161,0.0633073690080161,0.5,0.03165368450400805,0.04165368450400805
pres_2002,sido_44,C,A|B,0.0095463081839152,theoretical,prediction_tilted,0.01,0.0454043056427732,0.0354043056427732,0.5,0.0177021528213866,0.027702152821386602
pres_2002,sido_45,C,A|B,0.0228231814936564,theoretical,prediction_tilted,0.01,0.1276552625263326,0.11765526252633261,0.5,0.058827631263166306,0.0688276312631663
pres_2002,sido_46,C,A|B,0.0132624825931937,theoretical,prediction_tilted,0.01,0.13553533923183883,0.12553533923183882,0.5,0.06276766961591941,0.07276766961591942
pres_2002,sido_47,C,A|B,0.0296959172831779,theoretical,prediction_tilted,0.01,0.04496114370304,0.03496114370304,0.5,0.01748057185152,0.027480571851520003
pres_2002,sido_48,C,A|B,0.0344685791555901,theoretical,prediction_tilted,0.01,0.08956691942847561,0.07956691942847562,0.5,0.03978345971423781,0.0497834597142378
pres_2002,sido_50,C,A|B,0.0,theoretical,prediction_tilted,0.01,0.1472570097751218,0.13725700977512179,0.5,0.06862850488756089,0.0786285048875609
pres_2022,sido_11,C,A|B,0.029384832583875,theoretical,prediction_tilted,0.01,0.050248992454795804,0.0402489924547958,0.5,0.0201244962273979,0.030124496227397903
pres_2022,sido_26,C,A|B,0.0399820977460082,theoretical,prediction_tilted,0.01,0.0473199437571172,0.0373199437571172,0.5,0.0186599718785586,0.0286599718785586
pres_2022,sido_27,C,A|B,0.0389354436816256,theoretical,prediction_tilted,0.01,0.0358729849970021,0.0258729849970021,0.5,0.01293649249850105,0.022936492498501052
pres_2022,sido_28,C,A|B,0.0485003528440327,theoretical,prediction_tilted,0.01,0.053431832125359804,0.0434318321253598,0.5,0.0217159160626799,0.0317159160626799
pres_2022,sido_29,C,A|B,0.0876883018010707,theoretical,prediction_tilted,0.01,0.0846896504666504,0.07468965046665041,0.5,0.037344825233325205,0.0473448252333252
pres_2022,sido_30,C,A|B,0.0287620743601844,theoretical,prediction_tilted,0.01,0.0503091156883821,0.0403091156883821,0.5,0.02015455784419105,0.030154557844191052
pres_2022,sido_31,C,A|B,0.176134143020495,theoretical,prediction_tilted,0.01,0.1022430988661033,0.09224309886610331,0.5,0.046121549433051655,0.05612154943305165
pres_2022,sido_36,C,A|B,0.0509430370441767,theoretical,prediction_tilted,0.01,0.059766017091437404,0.0497660170914374,0.5,0.0248830085457187,0.0348830085457187
pres_2022,sido_41,C,A|B,0.0359763522960836,theoretical,prediction_tilted,0.01,0.04458419315295411,0.03458419315295411,0.5,0.017292096576477053,0.027292096576477055
pres_2022,sido_42,C,A|B,0.0308172356117518,theoretical,prediction_tilted,0.01,0.04671434524877871,0.03671434524877871,0.5,0.018357172624389354,0.028357172624389356
pres_2022,sido_43,C,A|B,0.0345580698080987,theoretical,prediction_tilted,0.01,0.0473340120894684,0.0373340120894684,0.5,0.0186670060447342,0.0286670060447342
pres_2022,sido_44,C,A|B,0.0309340683403439,theoretical,prediction_tilted,0.01,0.047023089870931505,0.0370230898709315,0.5,0.01851154493546575,0.028511544935465753
pres_2022,sido_45,C,A|B,0.0459485902537228,theoretical,prediction_tilted,0.01,0.0723961379586212,0.062396137958621194,0.5,0.031198068979310597,0.041198068979310595
pres_2022,sido_46,C,A|B,0.0592373366011094,theoretical,prediction_tilted,0.01,0.07173684760437452,0.06173684760437451,0.5,0.030868423802187257,0.04086842380218726
pres_2022,sido_47,C,A|B,0.0343795636905044,theoretical,prediction_tilted,0.01,0.03541824677536161,0.025418246775361607,0.5,0.012709123387680803,0.022709123387680805
pres_2022,sido_48,C,A|B,0.0766151338961869,theoretical,prediction_tilted,0.01,0.062455053807177606,0.052455053807177604,0.5,0.026227526903588802,0.036227526903588804
pres_2022,sido_50,C,A|B,0.0503767176193264,theoretical,prediction_tilted,0.01,0.07367605970703361,0.06367605970703362,0.5,0.03183802985351681,0.041838029853516805
