nominal_level,elections,candidates,equal_election_coverage,candidate_weighted_coverage,equal_election_mean_width_pp
0.5,4,11,0.9166666666666666,0.9090909090909091,4.419635828967908
0.8,4,11,0.9166666666666666,0.9090909090909091,8.391110237865654
0.9,4,11,0.9166666666666666,0.9090909090909091,10.72982990677454
0.95,4,11,0.9166666666666666,0.9090909090909091,12.731803126741866
