bloc,party,issue_name,matched_rows,issue_weight_sum,unique_speakers,emphasis_within,source
더불어민주당,새천년민주당,candidate_competence,16,8.85,5,0.04519918283963228,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,inflation_livelihood,12,7.85,5,0.040091930541368746,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,endorsement_event,19,7.3,6,0.0372829417773238,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,gender_generation,12,6.45,4,0.0329417773237998,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,regime_change,8,6.05,4,0.030898876404494385,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,family_legal_risk,16,6.0,7,0.030643513789581207,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,unification_event,17,5.949999999999999,3,0.03038815117466803,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,gaffe_event,3,1.85,2,0.00944841675178754,15th_assembly_issue_phrase_extraction
더불어민주당,새천년민주당,housing,4,1.7999999999999998,4,0.009193054136874362,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",economy_growth,3,3.0,1,0.18461538461538463,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",corruption_integrity,3,2.35,1,0.14461538461538462,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",candidate_competence,4,2.05,1,0.12615384615384614,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",regime_change,2,2.0,1,0.12307692307692308,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",regional_dev,2,1.35,1,0.08307692307692308,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",security_nk,3,1.0499999999999998,1,0.0646153846153846,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",foreign_policy,1,1.0,1,0.06153846153846154,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",welfare_pension,1,1.0,1,0.06153846153846154,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",education,2,0.7,1,0.043076923076923075,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",external_shock,2,0.7,1,0.043076923076923075,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",endorsement_event,1,0.35,1,0.021538461538461538,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",family_legal_risk,1,0.35,1,0.021538461538461538,15th_assembly_issue_phrase_extraction
더불어민주당,"새천년민주당, 국민회의",jobs_labor,1,0.35,1,0.021538461538461538,15th_assembly_issue_phrase_extraction
더불어민주당,자유민주당,security_nk,1,0.35,1,0.5,15th_assembly_issue_phrase_extraction
더불어민주당,자유민주당,welfare_pension,1,0.35,1,0.5,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,external_shock,6,5.5,2,0.1523545706371191,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,corruption_integrity,6,4.7,2,0.13019390581717452,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,candidate_competence,6,3.4,2,0.09418282548476453,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,regional_dev,6,3.4,2,0.09418282548476453,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,endorsement_event,6,2.75,1,0.07617728531855955,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,inflation_livelihood,4,2.7,2,0.07479224376731303,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,security_nk,4,2.7,1,0.07479224376731303,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,foreign_policy,4,2.45,2,0.06786703601108034,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,regime_change,2,2.0,1,0.055401662049861494,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,economy_growth,2,1.35,2,0.03739612188365651,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,welfare_pension,2,1.35,1,0.03739612188365651,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,family_legal_risk,3,1.0499999999999998,1,0.029085872576177278,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,unification_event,1,1.0,1,0.027700831024930747,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,education,2,0.7,2,0.019390581717451522,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,jobs_labor,2,0.7,1,0.019390581717451522,15th_assembly_issue_phrase_extraction
더불어민주당,통합민주당,housing,1,0.35,1,0.009695290858725761,15th_assembly_issue_phrase_extraction
무소속,무소속,regional_dev,27,14.0,9,0.13678553981436248,15th_assembly_issue_phrase_extraction
무소속,무소속,economy_growth,18,9.7,9,0.09477283829995115,15th_assembly_issue_phrase_extraction
무소속,무소속,external_shock,12,8.75,8,0.08549096238397656,15th_assembly_issue_phrase_extraction
무소속,무소속,welfare_pension,19,8.6,5,0.08402540302882266,15th_assembly_issue_phrase_extraction
무소속,무소속,candidate_competence,11,8.15,6,0.07962872496336103,15th_assembly_issue_phrase_extraction
무소속,무소속,corruption_integrity,13,7.95,6,0.07767464582315585,15th_assembly_issue_phrase_extraction
무소속,무소속,jobs_labor,17,7.6499999999999995,9,0.07474352711284807,15th_assembly_issue_phrase_extraction
무소속,무소속,education,12,6.1499999999999995,6,0.06008793356130923,15th_assembly_issue_phrase_extraction
무소속,무소속,endorsement_event,15,5.25,8,0.051294577430385936,15th_assembly_issue_phrase_extraction
무소속,무소속,security_nk,12,5.25,7,0.051294577430385936,15th_assembly_issue_phrase_extraction
무소속,무소속,family_legal_risk,10,3.9,5,0.038104543234000976,15th_assembly_issue_phrase_extraction
무소속,무소속,inflation_livelihood,5,3.45,5,0.03370786516853933,15th_assembly_issue_phrase_extraction
무소속,무소속,unification_event,4,3.0,4,0.029311187103077677,15th_assembly_issue_phrase_extraction
무소속,무소속,gaffe_event,3,2.5,2,0.02442598925256473,15th_assembly_issue_phrase_extraction
무소속,무소속,foreign_policy,4,2.45,3,0.023937469467513437,15th_assembly_issue_phrase_extraction
무소속,무소속,housing,4,2.05,4,0.020029311187103077,15th_assembly_issue_phrase_extraction
무소속,무소속,withdrawal_event,4,1.7999999999999998,2,0.017586712261846604,15th_assembly_issue_phrase_extraction
무소속,무소속,gender_generation,3,1.0499999999999998,3,0.010258915486077184,15th_assembly_issue_phrase_extraction
무소속,무소속,regime_change,2,0.7,2,0.006839276990718124,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",corruption_integrity,3,3.0,1,0.10830324909747292,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",external_shock,3,3.0,1,0.10830324909747292,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",jobs_labor,3,3.0,1,0.10830324909747292,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",security_nk,3,3.0,1,0.10830324909747292,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",inflation_livelihood,3,2.35,1,0.0848375451263538,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",economy_growth,3,2.1,1,0.07581227436823106,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",regime_change,2,2.0,1,0.07220216606498195,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",welfare_pension,2,2.0,1,0.07220216606498195,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",unification_event,2,1.75,1,0.0631768953068592,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",candidate_competence,3,1.7,1,0.061371841155234655,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",education,3,1.7,1,0.061371841155234655,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",regional_dev,3,1.0499999999999998,1,0.03790613718411552,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",endorsement_event,2,0.7,1,0.02527075812274368,15th_assembly_issue_phrase_extraction
제3지대,"무소속,자민련",family_legal_risk,1,0.35,1,0.01263537906137184,15th_assembly_issue_phrase_extraction
제3지대,자민련,economy_growth,89,47.85,24,0.11396927474097894,15th_assembly_issue_phrase_extraction
제3지대,자민련,corruption_integrity,81,46.05,23,0.10968202929617721,15th_assembly_issue_phrase_extraction
제3지대,자민련,regional_dev,77,36.449999999999996,23,0.08681672025723472,15th_assembly_issue_phrase_extraction
제3지대,자민련,security_nk,73,35.85,24,0.08538763844230084,15th_assembly_issue_phrase_extraction
제3지대,자민련,external_shock,46,33.2,23,0.07907586042634275,15th_assembly_issue_phrase_extraction
제3지대,자민련,candidate_competence,52,29.95,24,0.07133500059545075,15th_assembly_issue_phrase_extraction
제3지대,자민련,education,51,22.799999999999997,19,0.054305108967488386,15th_assembly_issue_phrase_extraction
제3지대,자민련,jobs_labor,47,22.05,24,0.052518756698821015,15th_assembly_issue_phrase_extraction
제3지대,자민련,inflation_livelihood,39,22.0,17,0.052399666547576516,15th_assembly_issue_phrase_extraction
제3지대,자민련,foreign_policy,36,20.8,18,0.04954150291770871,15th_assembly_issue_phrase_extraction
제3지대,자민련,welfare_pension,41,19.3,14,0.045968798380373946,15th_assembly_issue_phrase_extraction
제3지대,자민련,endorsement_event,47,17.25,19,0.04108610217934977,15th_assembly_issue_phrase_extraction
제3지대,자민련,regime_change,27,17.15,15,0.04084792187686078,15th_assembly_issue_phrase_extraction
제3지대,자민련,family_legal_risk,46,16.099999999999998,21,0.03834702870072645,15th_assembly_issue_phrase_extraction
제3지대,자민련,unification_event,22,12.4,14,0.02953435750863404,15th_assembly_issue_phrase_extraction
제3지대,자민련,gaffe_event,11,7.1499999999999995,7,0.017029891627962368,15th_assembly_issue_phrase_extraction
제3지대,자민련,housing,14,6.199999999999999,10,0.014767178754317017,15th_assembly_issue_phrase_extraction
제3지대,자민련,gender_generation,8,3.85,7,0.009169941645825892,15th_assembly_issue_phrase_extraction
제3지대,자민련,withdrawal_event,5,3.45,4,0.008217220435869955,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,economy_growth,118,89.0,15,0.11719778772715302,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,corruption_integrity,96,72.9,13,0.0959968396102186,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,external_shock,87,71.05,14,0.09356070582038452,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,security_nk,106,61.949999999999996,14,0.08157756123255201,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,regional_dev,117,60.65,17,0.07986568343429024,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,welfare_pension,80,54.65,8,0.0719647089807743,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,jobs_labor,89,51.449999999999996,12,0.06775085593889912,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,candidate_competence,73,50.85,14,0.06696075849354755,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,inflation_livelihood,76,40.65,10,0.05352910192257045,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,foreign_policy,66,39.8,9,0.05240979720832236,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,education,83,38.3,14,0.05043455359494337,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,family_legal_risk,76,32.6,10,0.042928627864103244,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,unification_event,28,20.5,10,0.026994996049512773,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,endorsement_event,52,19.25,13,0.02534895970503029,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,regime_change,24,19.2,9,0.02528311825125099,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,gaffe_event,17,10.6,6,0.013958388201211482,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,gender_generation,23,10.549999999999999,8,0.013892546747432183,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,housing,22,8.1,8,0.01066631551224651,15th_assembly_issue_phrase_extraction
제3지대,자유민주연합,withdrawal_event,18,7.35,5,0.009678693705557018,15th_assembly_issue_phrase_extraction
