assembly_daesu,election_id,speaker_clean,roster_name,member_id,speaker_party,speaker_bloc,mandate_type,district,district_sido,district_bloc_type,term_count,seniority_weight,institutional_role,role_weight,meeting_weight,national_signal_weight,local_signal_weight,cross_region_signal_weight,base_mobilization_weight,mapping_confidence,notes
16,pres_2002,참고인 윤창락,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,참고인 이명현,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,참고인 이재웅,,,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,참고인 이효종,,,,,government,,,government,1,1.0,prime_minister,1.25,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,참고인 장기옥,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,참고인 조규도,,,,,government,,,government,1,1.0,prime_minister,1.25,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,참고인 조남홍,,,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,참고인 한철용,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,창원지방검찰청검사장 채수철,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,창원지방법원장 강병섭,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,천용택 위원,,6161,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,천용택 위원,,6161,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,천용택 위원,,6161,,,district,,,unknown,1,1.0,committee_chair,1.08,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,천정배 위원,,6164,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,천정배 위원,,6164,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,철도청건설본부장 임용현,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,철도청기획본부장 신광순,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,철도청시설본부장 홍만용,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,철도청장 손학래,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,청주지방검찰청검사장 서영제,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,청주지방법원장 김상기,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최돈웅 위원,,6224,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최명헌 위원,,6241,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최명헌 위원,,6241,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최병국,최병국,6252,한나라당,국민의힘,district,,,unknown,1,1.0,member,1.0,1.25,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
16,pres_2002,최병국 위원,,6252,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최병국 위원,,6252,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최병렬 위원,,6260,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최선영 위원,,6281,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최연희 위원,,6297,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최연희 위원,,6297,,,district,,,unknown,1,1.0,committee_chair,1.08,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최연희 위원,,6297,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최영희,최영희,6318,새천년민주당,더불어민주당,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
16,pres_2002,최영희 위원,,6318,,,government,,,government,1,1.0,president,1.3,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,최영희 위원,,6318,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최용규 위원,,6323,,,district,,,unknown,1,1.0,committee_chair,1.08,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최용규 위원,,6323,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최용규 위원,,6323,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,최재승 위원,,6375,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,추미애,추미애,6432,새천년민주당,더불어민주당,district,,,unknown,2,1.05,member,1.0,1.25,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
16,pres_2002,추미애 위원,,6432,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,춘천지방검찰청검사장 김성호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충남지방노동 김윤배,,,,,district,,,unknown,1,1.0,committee_chair,1.08,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충청남도교육감 강복환,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충청남도기획정보실장 최민호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충청남도복지환경국복지정책과장 신창수,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충청남도지방경찰청장 김중겸,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충청남도지사 심대평,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,충청북도교육감 김천호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통계청장 오종남,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일부 정세현,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,통일부 정세현,,,,,government,,,government,1,1.0,president,1.3,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,통일부기획관리실장 이종렬,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일부기획관리실장 이종열,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일부인도지원국장 홍재형,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일부차관 김형기,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,통일부차관 김형기,,,,,government,,,government,1,1.0,president,1.3,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
16,pres_2002,통일외교통상 대리 맹형규,,2051,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일외교통상 대리 이부영,,4277,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일외교통상 대리 이창복,,4877,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,통일외교통상 대리 조웅규,,5911,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,특허법원장 홍일표,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,특허청장 김광림,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,하순봉,하순봉,6456,한나라당,국민의힘,district,,,unknown,2,1.05,member,1.0,1.25,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
16,pres_2002,하순봉 위원,,6456,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,학교법인기능대학이사장 손일조,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국가스공사부사장 김종술,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국가스공사사장 김명규,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국가스안전공사기술안전이사 김외곤,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국가스안전공사사장 오홍근,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국감정원상무이사 김학렬,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국감정원장 강석천,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국고속철도건설공단기획본부장 김용규,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국고속철도건설공단이사장 채영석,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국고속철도건설공단차량본부장 정용완,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학기술기획평가원장 최수현,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학기술원고등과학원장 김정욱,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학기술원신기술창업지원단장 이용훈,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학기술원연구처장 성형진,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학기술원장 홍창선,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학문화재단이사장 최영환,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국과학재단이사장 김정덕,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국관광공사사장 조홍규,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국교육방송공사경영본부뉴미디어국장 이종복,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국교육방송공사경영본부장 이덕선,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국교육방송공사사장 김학천,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국교육방송공사정책기획실장 임정훈,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국교육학술정보원장 김영찬,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국국제교류재단이사장 이인호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국국제협력단총재 민형기,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국남동발전주식회사사장 윤행순,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국남부발전주식회사사장 이임택,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국노동교육원장 이선,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국담배인삼공사사장 곽주영,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국대학교육협의회부회장 정석종,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국대학교육협의회사무총장 이현청,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국대학교육협의회장 김우식,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국마사회장 윤영호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국문화예술진흥원사무총장 이진배,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국문화예술진흥원장 김정옥,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국문화콘텐츠진흥원장 서병문,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국방송공사감사 전준모,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국방송공사경영본부장 한안성,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국방송공사남북교류협력기획단부장 최정길,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국방송공사사장 박권상,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국방송공사편성본부장 김승종,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국방송광고공사사장 강동연,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국보건산업진흥원장 장임원,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국보훈복지의료공단의료이사 이창희,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국보훈복지의료공단이사장 조만진,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업단지공단부이사장 노정규,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업단지공단산업입지정보센터소장 노성호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업단지공단이사장 이효진,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업안전공단기술이사 한균원,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업안전공단이사장 김용달,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업은행부총재 박상배,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업은행총재 정건용,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국산업인력공단이사장 김유배,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국서부발전주식회사사장 이영철,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사개발사업본부장 한상규,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사건설사업본부장 윤성훈,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사관리본부장 계덕남,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사부사장 정용현,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사사장 이억수,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사석유정보처장 장기덕,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국석유공사재무처장 윤재암,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국소프트웨어진흥원장 이단형,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수력원자력발전본부장 권오철,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수력원자력울진원자력본부건설소장 김원기,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수력원자력울진원자력본부장 홍장희,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수력원자력주식회사사장 최양우,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수자원공사사장 고석구,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수출입은행이사 김동관,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국수출입은행장 이영회,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국언론재단이사장 박기정,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국예술종합학교총장 이건용,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국원자력안전기술원장 은영수,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국원자력연구소원자력의학원장 심윤상,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국원자력연구소장 장인순,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국은행부산본부장 이영오,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국은행부총재 박철,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국은행총재 박승,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국자산관리공사기업개선본부장 박재호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국자산관리공사사장 연원영,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국자산관리공사투자관리본부장 윤제철,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국자산관리공사해외사업본부장 최범,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국자원재생공사사장 심재곤,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국장애인고용촉진공단이사장 신필균,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전력공사사장 강동석,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전력공사사장 강동석,,,,,district,,,unknown,1,1.0,party_leadership,1.12,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전력공사영업본부장 박순용,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전력공사전력산업구조조정실장 이강원,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전문대학교육협의회사무총장 서세현,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전문대학교육협의회장 강병도,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국전산원장 서삼영,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국정신문화연구원장 장을병,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국정신문화연구원한국학대학원장 정해창,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국조폐공사기술이사 이명환,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국조폐공사사장 박원출,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국중부발전주식회사사장 김영철,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
16,pres_2002,한국지역난방공사기획본부장 김윤호,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
