assembly_daesu,election_id,speaker_clean,roster_name,member_id,speaker_party,speaker_bloc,mandate_type,district,district_sido,district_bloc_type,term_count,seniority_weight,institutional_role,role_weight,meeting_weight,national_signal_weight,local_signal_weight,cross_region_signal_weight,base_mobilization_weight,mapping_confidence,notes
15,pres_2002,,,,,,district,,,unknown,1,1.0,assembly_chair,1.12,1.15,0.4,0.6,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,,,,,,district,,,unknown,1,1.0,committee_chair,1.08,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,2000년은,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,2002년월드컵등국제경기대회지원특별 대리 김기수,김기수,479,신한국당,국민의힘,district,영월평창,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,3억,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,97년도,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,ECD,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,ECD가입에,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,ECF,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,IMF,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,IMF환란원인규명과경제위기진상조사를위한국정조사특별 장재식,,5267,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,nan,,,,,district,,,unknown,1,1.0,unknown,0.8,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,가족수당,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,감사원기획관리실장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,감사원장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,감사원장 이종남,,,,,district,,,unknown,1,1.0,unknown,0.8,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,감사원장 한승헌,,,,,district,,,unknown,1,1.0,unknown,0.8,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,강경식,강경식,4,신한국당,국민의힘,district,부산 동래을,sido_26,home_turf,1,1.0,member,1.0,1.25,0.38095238095238093,0.6190476190476191,0.0,0.3,0.9,speaker matched to Assembly roster/member history
15,pres_2002,강성재,강성재,,한나라당,국민의힘,district,성북을,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,강성재,강성재,96,한나라당,국민의힘,district,성북을,,unknown,1,1.0,member,1.0,1.25,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,강용식,강용식,122,신한국당,국민의힘,proportional,전국구,,national_list,1,1.0,member,1.0,1.25,0.85,0.15,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,강종희,강종희,144,자민련,제3지대,proportional,전국구,,national_list,1,1.0,member,1.0,1.25,0.85,0.15,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,강현욱,강현욱,,한나라당,국민의힘,district,군산을,sido_45,hostile,1,1.0,unknown,0.8,1.0,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,강현욱,강현욱,169,한나라당,국민의힘,district,군산을,sido_45,hostile,1,1.0,member,1.0,1.25,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,건물대여료,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 김고성,김고성,414,자유민주연합,제3지대,district,충남 연기군지구당,sido_44,swing,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,건설교통 대리 김명규,김명규,627,국민회의,더불어민주당,district,전남 광양시,sido_46,home_turf,1,1.0,committee_chair,1.08,1.15,0.38095238095238093,0.6190476190476191,0.0,0.3,0.9,speaker matched to Assembly roster/member history
15,pres_2002,건설교통 대리 박시균,,2386,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 이국헌,이국헌,4072,신한국당,국민의힘,district,고양시갑,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,건설교통 대리 이윤수,,4611,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 이재창,,4704,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 임채정,,5159,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 조진형,,5987,,,government,,,government,1,1.0,minister,1.15,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 조진형,,5987,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,건설교통 대리 황학수,황학수,8727,자유민주연합,제3지대,district,"강원, 강릉 갑",sido_42,swing,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,건설교통부,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부 이건춘,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부 이정무,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부 이환균,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부 이환균,,,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부 차흥봉,,,,,government,,,government,1,1.0,minister,1.15,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부 추경석,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설교통부차관,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,건설기술관리법,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,경상운영비,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,고건,,,,,government,,,government,1,1.0,prime_minister,1.25,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,공무원및사립학교교직원의료보험관리공단이사장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,공무원의,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,공보처 오인환,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술부,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술부 강창희,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술부 서정욱,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술정보통신 대리,,,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,과학기술정보통신 대리 김영환,,1051,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,과학기술정보통신 대리 정호선,정호선,8513,국민회의,더불어민주당,district,나주시,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,과학기술정보통신 대리 조영재,조영재,8546,자민련,제3지대,district,대전 유성구,sido_30,swing,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,과학기술정보통신 대리 조웅규,,5911,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,과학기술처 구본영,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술처 권숙일,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술처 정근모,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,과학기술처 정한모,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,관서운영비,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,관세청장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 김정숙,,1384,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 박범진,박범진,2279,신한국당,국민의힘,district,양천갑,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,교육 대리 배종무,배종무,2717,국민회의,더불어민주당,district,무안,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,교육 대리 서한샘,서한샘,2899,신한국당,국민의힘,district,연수,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,교육 대리 설훈,,7480,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 안상수,,3369,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 안택수,,3400,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 이원복,,4570,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 이재오,,4691,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 정희경,정희경,8516,새정치국민회의,더불어민주당,proportional,전국구,,national_list,1,1.0,committee_chair,1.08,1.15,0.85,0.15,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,교육 대리 홍문종,,6642,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 대리 황우여,,6803,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육 함종한,,8672,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,교육부 김덕중,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교육부 문용린,,,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교육부 안병영,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교육부 안병영,,,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교육부 이명현,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교육부 이해찬,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교육부차관 조선제,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,교통시설특별회계,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,구천서,구천서,,자민련,제3지대,district,청주시 상당구,sido_43,swing,1,1.0,unknown,0.8,1.0,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,구천서,구천서,275,자민련,제3지대,district,청주시 상당구,sido_43,swing,1,1.0,member,1.0,1.25,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국가보훈처기획관리실장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국가보훈처장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국가안전기획부기획조정실장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국가안전기획부법제관,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방 김영구,,954,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방 대리 박세환,,2352,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방 대리 송현섭,송현섭,3059,새천년민주당,더불어민주당,proportional,전국구,,national_list,1,1.0,committee_chair,1.08,1.15,0.85,0.15,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국방 대리 이동복,이동복,4153,자민련,제3지대,proportional,전국구,,national_list,1,1.0,committee_chair,1.08,1.15,0.85,0.15,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국방 대리 장영달,,5247,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방 대리 허대범,허대범,8677,한나라당,국민의힘,district,진해,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국방기본정책,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방부,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국방부 김동진,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국방부 이양호,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국방부 조성태,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국방부 천용택,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국방부법무관리관,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방부시설국장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방부차관,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국방부특별합동조사단장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국방정보화,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국정감사,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국정홍보처장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국제행정학회,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국창근,국창근,287,국민회의,더불어민주당,district,담양·장성군,,unknown,1,1.0,member,1.0,1.25,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국회사무총장 이종률,,,,,district,,,unknown,1,1.0,unknown,0.8,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리,,,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 구천서,구천서,275,자민련,제3지대,district,청주시 상당구,sido_43,swing,1,1.0,committee_chair,1.08,1.2,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국회운영 대리 권기술,,293,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 권기술,,293,,,district,,,unknown,1,1.0,committee_chair,1.08,1.2,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 김고성,김고성,414,자유민주연합,제3지대,district,충남 연기군지구당,sido_44,swing,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.2,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국회운영 대리 김기재,,487,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 김성곤,,822,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 김학원,,1690,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 김학원,,1690,,,district,,,unknown,1,1.0,committee_chair,1.08,1.2,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 김호일,,1794,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 박시균,,2386,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 박주천,,2530,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 변웅전,,2771,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 송훈석,,3069,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 송훈석,,3069,,,government,,,government,1,1.0,president,1.3,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 신기남,,3109,,,district,,,unknown,1,1.0,committee_chair,1.08,1.2,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 유용태,,3778,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 유용태,,3778,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 이규택,,4084,,,district,,,unknown,1,1.0,committee_chair,1.08,1.2,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 이상현,이상현,8246,한나라당,국민의힘,government,서울 관악갑,sido_11,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,국회운영 대리 이양희,,4454,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 이양희,,4454,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 이윤수,,4611,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 장영달,,5247,,,government,,,government,1,1.0,prime_minister,1.25,1.15,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 장영달,,5247,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 대리 정의화,,5612,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 박상천,,2321,,,district,,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,국회운영 손세일,손세일,2962,새정치국민회의,더불어민주당,district,은평갑,,unknown,1,1.0,committee_chair,1.08,1.15,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권기술,권기술,,새천년민주당,더불어민주당,district,경남 울산울주,sido_48,hostile,1,1.0,unknown,0.8,1.0,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권기술,권기술,293,새천년민주당,더불어민주당,district,경남 울산울주,sido_48,hostile,1,1.0,member,1.0,1.25,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권수창,권수창,318,자민련,제3지대,district,안양만안,,unknown,1,1.0,member,1.0,1.25,0.4,0.6,0.0,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권오을,권오을,,"민주당,한나라당",mixed,district,경북 안동갑,sido_47,hostile,1,1.0,unknown,0.8,1.0,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권오을,권오을,334,"민주당,한나라당",mixed,district,경북 안동갑,sido_47,hostile,1,1.0,member,1.0,1.25,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권오을,권오을,334,"민주당,한나라당",mixed,district,경북 안동갑,sido_47,hostile,1,1.0,committee_chair,1.08,1.15,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권정달,권정달,357,민주당,더불어민주당,district,안동 을,sido_47,hostile,1,1.0,member,1.0,1.25,0.42857142857142855,0.5714285714285714,0.35,0.0,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권철현,권철현,,신한국당,국민의힘,district,부산 사상갑,sido_26,home_turf,1,1.0,unknown,0.8,1.0,0.38095238095238093,0.6190476190476191,0.0,0.3,0.9,speaker matched to Assembly roster/member history
15,pres_2002,권철현,권철현,367,신한국당,국민의힘,district,부산 사상갑,sido_26,home_turf,1,1.0,member,1.0,1.25,0.38095238095238093,0.6190476190476191,0.0,0.3,0.9,speaker matched to Assembly roster/member history
15,pres_2002,그러면,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,그리고,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,금융감독,,,,,district,,,unknown,1,1.0,committee_chair,1.08,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,기 타,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,기관,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,기본사업비,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,기상청예보국장,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,기타,,,,,district,,,unknown,1,1.0,unknown,0.8,1.0,0.4,0.6,0.0,0.0,0.45,role inferred from transcript speaker label
15,pres_2002,기획예산처,,,,,government,,,government,1,1.0,minister,1.15,1.0,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
15,pres_2002,기획예산처 진념,,,,,government,,,government,1,1.0,minister,1.15,1.25,0.9,0.1,0.0,0.0,0.7,role inferred from transcript speaker label
