election_id,slot,candidate_name,nominal_level,point_share,lower_share,upper_share,width_pp,official_actual_share,covered,training_elections,forecast_region_weight_source,target_outcome_used_to_construct_bounds
pres_2007,A,이명박,0.5,0.5320647258435285,0.49697287551930647,0.5541176835100353,5.714480799072885,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.8,0.5320647258435285,0.4717533494893539,0.5785655750464681,10.681222555711422,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.9,0.5320647258435285,0.45642488737590264,0.5924391280429044,13.60142406670018,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.95,0.5320647258435285,0.4428728219647418,0.6035137792097741,16.06409572450323,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.5,0.30447444781771915,0.28142571245862813,0.33001766210960265,4.859194965097452,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.8,0.30447444781771915,0.26155733506309836,0.3529740448795345,9.141670981643612,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.9,0.30447444781771915,0.2504534318068838,0.36650502926543255,11.605159745854877,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.95,0.30447444781771915,0.24076509225465886,0.3786120541721637,13.784696191750484,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.5,0.16346082633875242,0.1507558151765075,0.1846021762833879,3.3846361106880414,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.8,0.16346082633875242,0.13789655848499152,0.20099917486043986,6.3102616375448335,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.9,0.16346082633875242,0.1309594445847426,0.21129339807494485,8.033395349020225,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.95,0.16346082633875242,0.1252365336711272,0.21966786791078696,9.443133423965977,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.5,0.5148574418019551,0.48559862972909706,0.5403223563620352,5.472372663293812,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.8,0.5148574418019551,0.46129907376709633,0.5646097426772893,10.331066891019292,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.9,0.5148574418019551,0.44657193350858543,0.5793946088999329,13.282267539134745,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.95,0.5148574418019551,0.4338344464543851,0.5919166375172878,15.808219106290272,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.5,0.48514255819804486,0.4596776436379649,0.5144013702709028,5.472372663293795,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.8,0.48514255819804486,0.4353902573227106,0.5387009262329037,10.331066891019308,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.9,0.48514255819804486,0.420605391100067,0.5534280664914147,13.282267539134773,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,B,문재인,0.95,0.48514255819804486,0.40808336248271226,0.5661655535456153,15.8082191062903,0.4822671767226667,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
