election_id,region_id,donor_slot,recipient_slots,candidate_ballot_recent_base,floor_mode,recipient_weight_mode,declared_origin_lane,resolved_origin_lane,protected_floor,before,reservoir,gain,transfer,after
pres_2022,sido_27,C,A|B,0.0389354436816256,theoretical,prediction_tilted,liberal,liberal,0.01,0.03244659304238161,0.022446593042381606,0.5,0.011223296521190803,0.021223296521190805
pres_2022,sido_28,C,A|B,0.0485003528440327,theoretical,prediction_tilted,liberal,liberal,0.01,0.048887631316780415,0.03888763131678041,0.5,0.019443815658390207,0.02944381565839021
pres_2022,sido_29,C,A|B,0.0876883018010707,theoretical,prediction_tilted,liberal,liberal,0.01,0.07479174666043731,0.06479174666043731,0.5,0.03239587333021866,0.04239587333021865
pres_2022,sido_30,C,A|B,0.0287620743601844,theoretical,prediction_tilted,liberal,liberal,0.01,0.04580828262624011,0.035808282626240105,0.5,0.017904141313120053,0.027904141313120055
pres_2022,sido_31,C,A|B,0.176134143020495,theoretical,prediction_tilted,liberal,liberal,0.01,0.0912816071157081,0.0812816071157081,0.5,0.04064080355785405,0.050640803557854046
pres_2022,sido_36,C,A|B,0.0509430370441767,theoretical,prediction_tilted,liberal,liberal,0.01,0.05413228093902941,0.044132280939029406,0.5,0.022066140469514703,0.032066140469514705
pres_2022,sido_41,C,A|B,0.0359763522960836,theoretical,prediction_tilted,liberal,liberal,0.01,0.0390621961203631,0.0290621961203631,0.5,0.01453109806018155,0.024531098060181552
pres_2022,sido_42,C,A|B,0.0308172356117518,theoretical,prediction_tilted,liberal,liberal,0.01,0.0421456968845691,0.0321456968845691,0.5,0.01607284844228455,0.026072848442284552
pres_2022,sido_43,C,A|B,0.0345580698080987,theoretical,prediction_tilted,liberal,liberal,0.01,0.0432439230267205,0.033243923026720495,0.5,0.016621961513360248,0.02662196151336025
pres_2022,sido_44,C,A|B,0.0309340683403439,theoretical,prediction_tilted,liberal,liberal,0.01,0.0435213920536638,0.0335213920536638,0.5,0.0167606960268319,0.026760696026831902
pres_2022,sido_45,C,A|B,0.0459485902537228,theoretical,prediction_tilted,liberal,liberal,0.01,0.0639149578805602,0.0539149578805602,0.5,0.0269574789402801,0.036957478940280106
pres_2022,sido_46,C,A|B,0.0592373366011094,theoretical,prediction_tilted,liberal,liberal,0.01,0.0634062031421049,0.053406203142104904,0.5,0.026703101571052452,0.03670310157105246
pres_2022,sido_47,C,A|B,0.0343795636905044,theoretical,prediction_tilted,liberal,liberal,0.01,0.0318241442347181,0.021824144234718096,0.5,0.010912072117359048,0.02091207211735905
pres_2022,sido_48,C,A|B,0.0766151338961869,theoretical,prediction_tilted,liberal,liberal,0.01,0.0555606874923992,0.0455606874923992,0.5,0.0227803437461996,0.032780343746199606
pres_2022,sido_50,C,A|B,0.0503767176193264,theoretical,prediction_tilted,liberal,liberal,0.01,0.06569497076682682,0.055694970766826814,0.5,0.027847485383413407,0.03784748538341341
