election_id,training_elections,training_election_count,training_rows,common_sigma,regional_sigma,local_sigma,region_weight_log_sigma,region_weight_training_transitions,forecast_region_weight_source,target_outcome_used_to_construct_bounds
pres_2007,pres_2002,1,48,0.1032230908793716,0.10205998838781595,0.3061799651634478,0.0,0,latest_prior_presidential_contest_votes,False
pres_2012,pres_2002|pres_2007,2,96,0.07745168922712066,0.11363135280903336,0.2896982875244719,0.029908294176916664,1,latest_prior_presidential_contest_votes,False
pres_2017,pres_2002|pres_2007|pres_2012,3,130,0.071855904471379,0.11431843193279197,0.27484024530143064,0.042836809776292006,2,latest_prior_presidential_contest_votes,False
pres_2022,pres_2002|pres_2007|pres_2012|pres_2017,4,181,0.06419966839463682,0.10429449774032606,0.2457350682430657,0.09706467474760576,3,latest_prior_presidential_contest_votes,False
