election_id,region_id,dominant_slot,runner_up_slot,rejection_rate,runner_core_floor,runner_flexible_mass,transfer
pres_2007,sido_11,A,B,0.035519270779040095,0.22472742260445905,0.1055454631740837,0.0037488978859794835
pres_2007,sido_26,A,B,0.035519270779040095,0.12257214383350264,0.07129404473554098,0.002532312479894678
pres_2007,sido_27,A,B,0.035519270779040095,0.05261398558632921,0.037996180749693576,0.0013495966326177169
pres_2007,sido_28,A,B,0.035519270779040095,0.18829649635747572,0.13378573108898842,0.004751971608921622
pres_2007,sido_29,A,B,0.035519270779040095,0.5062306164382064,0.26528610075993353,0.009422768846807794
pres_2007,sido_30,A,B,0.035519270779040095,0.1749885957265136,0.1707052136574203,0.006063324707291805
pres_2007,sido_31,A,B,0.035519270779040095,0.09222167163681577,0.0811330851727518,0.0028817880213898943
pres_2007,sido_41,A,B,0.035519270779040095,0.19697816370481863,0.1333063395620337,0.00473494397146654
pres_2007,sido_42,A,B,0.035519270779040095,0.16209645385893912,0.09891713339411057,0.003513464445711843
pres_2007,sido_43,A,B,0.035519270779040095,0.1871115693451475,0.13718869625934632,0.004872842450259207
pres_2007,sido_44,A,B,0.035519270779040095,0.13394141164498347,0.19723007393616782,0.007005468401908843
pres_2007,sido_45,A,B,0.035519270779040095,0.5050615589935803,0.2724133856594282,0.009675924809072308
pres_2007,sido_46,A,B,0.035519270779040095,0.5113255323356912,0.2611815189870482,0.009276977095381968
pres_2007,sido_47,A,B,0.035519270779040095,0.06818528532063213,0.03855355151976994,0.0013693940359243812
pres_2007,sido_48,A,B,0.035519270779040095,0.09897276571872744,0.06775112992383288,0.002406470729350546
pres_2007,sido_50,A,B,0.035519270779040095,0.0,0.28590677573239165,0.010155200184801108
pres_2017,sido_11,A,B,0.10167156077441027,0.2948680665616536,0.014687109725737169,0.0014932613690807185
pres_2017,sido_26,A,B,0.10167156077441027,0.35020327098085424,0.026051566939748583,0.0026487034713832654
pres_2017,sido_27,A,B,0.10167156077441027,0.4583712221839783,0.024180633926085437,0.002458482791779762
pres_2017,sido_28,A,B,0.10167156077441027,0.28952445981665614,0.022406750824217614,0.0022781293281815083
pres_2017,sido_29,A,B,0.10167156077441027,0.03418060162298013,0.017903988859657688,0.0018203264914490509
pres_2017,sido_30,A,B,0.10167156077441027,0.23706515148683727,0.021929767332855565,0.0022296336721511017
pres_2017,sido_31,A,B,0.10167156077441027,0.3519738118006065,0.022833144168884545,0.0023214814050376165
pres_2017,sido_36,A,B,0.10167156077441027,0.17243319954853462,0.0397686088947925,0.004043336536160649
pres_2017,sido_41,A,B,0.10167156077441027,0.2872097825350169,0.02297573900549499,0.002335979244634172
pres_2017,sido_42,A,B,0.10167156077441027,0.33435534872842504,0.024185285934372303,0.0024589557687230233
pres_2017,sido_43,A,B,0.10167156077441027,0.287949389782443,0.023011634021265104,0.002339628746911542
pres_2017,sido_44,A,B,0.10167156077441027,0.25297444241255296,0.022911755257507993,0.002329473917112138
pres_2017,sido_45,A,B,0.10167156077441027,0.06824834845461263,0.02505740053669224,0.0025476250215150454
pres_2017,sido_46,A,B,0.10167156077441027,0.043855392347036816,0.01797830385904004,0.0018278822134252042
pres_2017,sido_47,A,B,0.10167156077441027,0.48275268683153727,0.024242215207578743,0.002464743856783675
pres_2017,sido_48,A,B,0.10167156077441027,0.41418310220698584,0.03967991834769624,0.004034319229811435
pres_2017,sido_50,A,B,0.10167156077441027,0.2371254311983535,0.03284131523259426,0.003339027777582273
