target_election,selection_training_elections,responsive_training_elections,responsive_training_count,default_gain,raw_selected_gain,selection_reliability,selected_gain,target_excluded_from_selection,prior_macro_mae_gain_0.40,prior_macro_mae_gain_0.50,prior_macro_mae_gain_0.60,prior_macro_mae_gain_0.70
pres_2002,,,0,0.5,0.5,0.0,0.5,True,,,,
pres_2007,pres_2002,,0,0.5,0.5,0.0,0.5,True,,,,
pres_2012,pres_2002|pres_2007,pres_2007,1,0.5,0.7,0.5,0.6,True,5.9134268640482865,5.733785191312455,5.571725600032055,5.439617989814794
pres_2017,pres_2002|pres_2007|pres_2012,pres_2007|pres_2012,2,0.5,0.7,0.6666666666666666,0.6333333333333333,True,4.788922566393978,4.678412456932875,4.5796362441433205,4.500840167283937
pres_2022,pres_2002|pres_2007|pres_2012|pres_2017,pres_2007|pres_2012|pres_2017,3,0.5,0.7,0.75,0.6499999999999999,True,4.689621918837411,4.55547311144276,4.437537167770916,4.343539560784258
