election_id,dominant_slot,runner_up_slot,contest_regime,dominance_activation,regime_base_activation,regime_rejection_activation,regime_certainty,regime_reliability,structural_score_gap,directional_advantage,cumulative_rejection_advantage,dominant_cumulative_rejection,runner_cumulative_rejection
pres_2002,B,A,balanced_two_bloc,0.0,0.0,0.0,1.0,0.3125,0.11125258863650309,0.13009584993506096,0.0,-0.0,-0.0
pres_2007,A,B,cumulative_rejection_landslide,0.6663264100559133,0.3869357232058956,0.6663264100559133,1.0,0.6160807169617687,0.05795537420081967,0.11559481276455488,0.05330611280447307,-0.0,0.05330611280447307
pres_2012,A,B,asymmetric_two_bloc,0.03440241794927283,0.3286716792874177,0.0,0.10467107486674723,0.7461121746062654,0.018140132246002416,0.05205091465108371,0.0,-0.0,-0.0
pres_2017,A,B,rupture_landslide,1.0,1.0,1.0,1.0,0.8082271806109083,0.026722084728739243,0.1649187668411901,0.10167156077441027,0.0,0.10167156077441027
pres_2022,A,B,balanced_two_bloc,0.0,0.0,-0.0,0.0,0.8417889022571992,0.004977415316128331,-0.013911165115973772,-0.0,0.0,-0.0
