election_id,source_rows,regime_rows,regime_share,regime_phrase_density,regime_speaker_coverage,accountability_share,accountability_phrase_density,salience_component,severity_component,breadth_component,accountability_component,joint_evidence,mega_issue_intensity,available_date,source_model
pres_2002,50294,531,0.011942839597015548,0.7160075329566855,0.1386861313868613,0.11871769963695591,0.7549690371554135,0.07961893064677032,0.7160075329566855,0.18491484184914841,0.7729949865651058,0.31091795568776154,0.6450049627535852,2002-11-11,speech_derived_mega_intensity_v1
pres_2007,58040,5366,0.07198207246766995,0.38353379379426006,0.5820178448867536,0.14350327765508508,0.7431458069190363,0.4798804831177997,0.38353379379426006,0.776023793182338,0.8431838829441445,0.6023343173818899,1.0442099448438609,2007-12-17,speech_derived_mega_intensity_v1
pres_2012,66580,5208,0.047957196531552386,0.28831745871735787,0.5500306936771026,0.09802836075790895,0.5564365029006526,0.31971464354368256,0.28831745871735787,0.7333742582361368,0.6030287900546398,0.4824670010230597,0.8491616106142776,2012-12-10,speech_derived_mega_intensity_v1
pres_2017,15838,1796,0.13197621465657522,0.6769657600222717,0.6774193548387096,0.13459882007342386,0.8946545815295815,0.8798414310438348,0.6769657600222717,0.9032258064516129,0.895989029126155,0.8450712335429795,1.5712180846427795,2017-04-10,speech_derived_mega_intensity_v1
pres_2022,5006,751,0.1070185538953072,0.37396282290279625,0.6584699453551912,0.19576666507227572,0.7402672910662824,0.7134570259687147,0.37396282290279625,0.877959927140255,0.8603878724542103,0.6832208504356151,1.2001860957049477,2022-03-07,speech_derived_mega_intensity_v1
