election_id,slot,candidate_name,predicted_share,region_weight_source
pres_2025,A,김문수,0.3552417058616646,pres_2022_valid_vote_volume
pres_2025,B,이재명,0.5581433175128252,pres_2022_valid_vote_volume
pres_2025,C,이준석,0.08661497662551024,pres_2022_valid_vote_volume
