election_id,source_rows,regime_rows,regime_share,regime_phrase_density,regime_speaker_coverage,accountability_share,accountability_phrase_density,salience_component,severity_component,breadth_component,accountability_component,joint_evidence,mega_issue_intensity,available_date,source_model,automatic_shock_type,automatic_event_class_level,automatic_event_class_intensity,automatic_taxonomy_confidence,automatic_mega_issue_intensity,target_outcome_used,frequency_automatic_shock_type,frequency_automatic_mega_issue_intensity,selected_shock_type,selected_mega_issue_intensity,semantic_institutional_gate,semantic_gate_adjustment_applied,semantic_source_rows,semantic_source_meetings,semantic_source_speakers,semantic_vocabulary_source,sentence_issue_rows,unique_sentence_rows,reconstructed_speech_rows,historical_compatible_match_rows,target_match_granularity,outcome_columns_used
pres_2025,10478,1078,0.1723539058305112,0.9044742439703156,0.5578947368421052,0.1967211207387348,0.6492829638273047,1.0,0.9044742439703156,0.743859649122807,0.8057809651681433,0.8828370890058318,1.6691019885864364,2025-05-05,speech_derived_mega_intensity_v1,institutional_crisis,1.0,2.0,0.7977633220026996,2.0,False,institutional_crisis,2.0,institutional_crisis,2.0,True,False,1250,6,66,presidential_issue_engine/fixed_dataset/issue_context_rules.csv,14985,13448,7106,10478,reconstructed_historical_speech_row,
