election_id,assembly_daesu,period,issue_name,sentence_count,weighted_mentions,first_observed_date,last_observed_date,available_date,source
pres_2025,21,2022-05-02,regime_change,459,145.6214609999993,2022-05-02,2022-05-06,2022-05-06,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-02,regional_dev,716,403.4250000000049,2022-05-02,2022-05-06,2022-05-06,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-02,security_nk,850,431.6250000000058,2022-05-02,2022-05-06,2022-05-06,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-02,unification_event,18,7.099999999999999,2022-05-02,2022-05-04,2022-05-04,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-02,welfare_pension,401,222.1749999999987,2022-05-02,2022-05-06,2022-05-06,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-02,withdrawal_event,75,43.75000000000006,2022-05-02,2022-05-06,2022-05-06,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,candidate_competence,353,202.69999999999914,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,corruption_integrity,987,508.8540000000049,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,economy_growth,1654,739.3550000000197,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,education,324,118.24999999999935,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,endorsement_event,102,37.95000000000007,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,external_shock,145,73.147,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,family_legal_risk,595,267.74999999999835,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,foreign_policy,161,96.5999999999999,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,gaffe_event,28,19.699999999999996,2022-05-09,2022-05-12,2022-05-12,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,gender_generation,651,478.0750000000025,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,housing,103,37.710000000000065,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,inflation_livelihood,269,132.11999999999958,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,jobs_labor,254,138.82499999999956,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,regime_change,335,94.73401499999989,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,regional_dev,186,85.54999999999986,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,security_nk,438,307.5,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,unification_event,11,4.25,2022-05-09,2022-05-12,2022-05-12,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,welfare_pension,206,114.89999999999945,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-09,withdrawal_event,27,13.824999999999994,2022-05-09,2022-05-13,2022-05-13,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,candidate_competence,132,72.37500000000007,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,corruption_integrity,297,154.00249999999946,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,economy_growth,259,130.20999999999964,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,education,454,185.44999999999862,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,endorsement_event,85,30.875000000000043,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,external_shock,687,319.1639999999998,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,family_legal_risk,148,61.425000000000125,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,foreign_policy,263,111.89999999999958,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,gaffe_event,20,19.1,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,gender_generation,218,143.29999999999953,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,housing,66,36.946250000000035,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,inflation_livelihood,657,367.25000000000153,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,jobs_labor,262,110.62499999999969,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,regime_change,326,89.79543699999981,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,regional_dev,377,189.57499999999914,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,security_nk,735,306.32500000000033,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,unification_event,3,1.85,2022-05-17,2022-05-17,2022-05-17,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,welfare_pension,387,197.22499999999894,2022-05-16,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-16,withdrawal_event,38,20.300000000000008,2022-05-17,2022-05-20,2022-05-20,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,candidate_competence,94,71.42499999999995,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,corruption_integrity,60,32.54500000000002,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,economy_growth,40,15.36499999999999,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,education,27,9.449999999999996,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
pres_2025,21,2022-05-23,endorsement_event,20,6.999999999999997,2022-05-24,2022-05-29,2022-05-29,assembly_stance_full_corpus_v1
