variant,layer,election_id,region_id,donor_slot,recipient_slots,candidate_ballot_recent_base,floor_mode,recipient_weight_mode,protected_floor,before,reservoir,gain,transfer,after,beneficiary_slot,burdened_slot,projected_margin,government_rejection_strength,dominance_activation,regime_certainty,veto_rate,base_runner_core_floor,rupture_floor_activation,theoretical_floor,effective_runner_floor,runner_flexible_mass
strong_0.00__weak_0.50,weak_same_lane_refusal,pres_2022,sido_44,C,B,0.0309340683403439,candidate_ballot,affinity_only,0.0309340683403439,0.0470230898709314,0.0160890215305875,0.5,0.00804451076529375,0.03897857910563765,,,,,,,,,,,,
strong_0.00__weak_0.50,weak_same_lane_refusal,pres_2022,sido_45,C,B,0.0459485902537228,candidate_ballot,affinity_only,0.0459485902537228,0.072396137958621,0.026447547704898204,0.5,0.013223773852449102,0.059172364106171896,,,,,,,,,,,,
strong_0.00__weak_0.50,weak_same_lane_refusal,pres_2022,sido_46,C,B,0.0592373366011094,candidate_ballot,affinity_only,0.0592373366011094,0.0717368476043744,0.012499511003265004,0.5,0.006249755501632502,0.0654870921027419,,,,,,,,,,,,
strong_0.00__weak_0.50,weak_same_lane_refusal,pres_2022,sido_47,C,B,0.0343795636905044,candidate_ballot,affinity_only,0.0343795636905044,0.035418246775361595,0.0010386830848571962,0.5,0.0005193415424285981,0.034898905232933,,,,,,,,,,,,
strong_0.00__weak_0.50,weak_same_lane_refusal,pres_2022,sido_50,C,B,0.0503767176193264,candidate_ballot,affinity_only,0.0503767176193264,0.0736760597070336,0.023299342087707203,0.5,0.011649671043853602,0.06202638866318,,,,,,,,,,,,
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_11,,,,,,,,,,0.003621986873187441,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.224727422604459,0.0,0.01,0.224727422604459,0.11575376295856316
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_26,,,,,,,,,,0.0021183630221830803,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1230144019232013,0.0,0.01,0.1230144019232013,0.06769999442714049
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_27,,,,,,,,,,0.0011436108369559295,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.0533297784427378,0.0,0.01,0.0533297784427378,0.036548243373766096
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_28,,,,,,,,,,0.003922202372384112,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1882964963574757,0.0,0.01,0.1882964963574757,0.1253482410577939
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_29,,,,,,,,,,0.007743190865196543,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.5063986688693,0.0,0.01,0.5063986688693,0.24746182449968468
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_30,,,,,,,,,,0.004850523108484317,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1749885957265136,0.0,0.01,0.1749885957265136,0.1550161062926277
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_31,,,,,,,,,,0.0023843434957923023,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.0922216716368157,0.0,0.01,0.0922216716368157,0.0762003677779345
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_41,,,,,,,,,,0.003906425437726872,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1969781637048186,0.0,0.01,0.1969781637048186,0.12484403173333555
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_42,,,,,,,,,,0.0028990751088262814,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1620964538589391,0.0,0.01,0.1620964538589391,0.0926504884460915
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_43,,,,,,,,,,0.003914238557862042,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1871115693451475,0.0,0.01,0.1871115693451475,0.1250937284019757
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_44,,,,,,,,,,0.005644747212290275,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.1339414116449834,0.0,0.01,0.1339414116449834,0.1803984259604589
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_45,,,,,,,,,,0.007791207226645388,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.5050615589935803,0.0,0.01,0.5050615589935803,0.2489963619554737
strong_0.25__weak_0.00,strong_incumbent_veto,pres_2007,sido_46,,,,,,,,,,0.007622631423629723,,A,B,0.1550560112006703,0.1830565695612803,0.6837328178902612,1.0,0.0312904460348647,0.5115021109033597,0.0,0.01,0.5115021109033597,0.2436089090943725
