variant,election_id,regional_weighted_mae_pp,rows,national_candidate_mae_pp
v30_forecast_time_weighted_dispersion,pres_2002,2.964309453431922,48,2.392253626990263
v30_forecast_time_weighted_dispersion,pres_2007,3.710615380729683,48,0.5970393864522231
v30_forecast_time_weighted_dispersion,pres_2012,2.386725466530289,34,0.1574357078242522
v30_forecast_time_weighted_dispersion,pres_2017,2.5850114001792335,51,0.11577601632253946
v30_forecast_time_weighted_dispersion,pres_2022,1.1855620625198762,51,0.3396823494729635
