election_id,training_elections,training_election_count,training_rows,common_sigma,regional_sigma,local_sigma,region_weight_log_sigma,region_weight_training_transitions,forecast_region_weight_source,target_outcome_used_to_construct_bounds
pres_2007,pres_2002,1,48,0.10761785550853775,0.120461755842101,0.36138526752630307,0.0,0,latest_prior_presidential_contest_votes,False
pres_2012,pres_2002|pres_2007,2,96,0.08169316206890656,0.11855661853513413,0.341903694688206,0.029908294176916664,1,latest_prior_presidential_contest_votes,False
pres_2017,pres_2002|pres_2007|pres_2012,3,130,0.07151962990336533,0.11965553033144301,0.30662040404794827,0.042836809776292006,2,latest_prior_presidential_contest_votes,False
pres_2022,pres_2002|pres_2007|pres_2012|pres_2017,4,181,0.11397532740868449,0.15747215804668402,0.7065389023874101,0.09706467474760576,3,latest_prior_presidential_contest_votes,False
