election_id,predicted_third_share,gain,expansion_factor,applied_factor,feasibility_capped,max_candidate_level_shift_pp,outcome_fields_used
pres_2002,0.044751754810871416,1.0,1.0447517548108713,1.0447517548108713,False,1.1102230246251565e-14,none
pres_2007,0.16343792536253535,1.0,1.1634379253625353,1.1634379253625353,False,5.551115123125783e-15,none
pres_2012,0.0,1.0,1.0,1.0,False,1.1102230246251565e-14,none
pres_2017,0.24529422948707086,1.0,1.2452942294870708,1.1440732221825711,True,5.551115123125783e-15,none
pres_2022,0.02834801381772164,1.0,1.0283480138177217,1.0283480138177217,False,1.1102230246251565e-14,none
