nominal_level,elections,candidates,equal_election_coverage,candidate_weighted_coverage,equal_election_mean_width_pp
0.5,4,11,0.9166666666666666,0.9090909090909091,5.124506232905173
0.8,4,11,1.0,1.0,9.937187902545514
0.9,4,11,1.0,1.0,12.974078260969605
0.95,4,11,1.0,1.0,15.613897434432372
