election_id,slot,candidate_name,nominal_level,point_share,lower_share,upper_share,width_pp,official_actual_share,covered,training_elections,forecast_region_weight_source,target_outcome_used_to_construct_bounds
pres_2007,A,이명박,0.5,0.5322165587610272,0.49217478358837685,0.5543581430318909,6.218335944351406,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.8,0.5322165587610272,0.4633836095671078,0.5797392078088687,11.63555982417609,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.9,0.5322165587610272,0.4463543203603608,0.5946056774920542,14.825135713169335,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,A,이명박,0.95,0.5322165587610272,0.430752194775665,0.606777976081495,17.602578130582998,0.541403354410904,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.5,0.30434551587643743,0.28004866859753486,0.33201273592288294,5.1964067325348084,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.8,0.30434551587643743,0.2588400194802307,0.3576814459750381,9.884142649480737,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.9,0.30434551587643743,0.24677425686180499,0.37323171783340037,12.645746097159538,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,B,정동영,0.95,0.30434551587643743,0.23668702290650048,0.38681069352790876,15.012367062140827,0.2908875893868086,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.5,0.16343792536253537,0.1508126803424324,0.18810535409372217,3.7292673751289778,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.8,0.16343792536253537,0.1359380677890912,0.2065908230307428,7.06527552416516,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.9,0.16343792536253537,0.12792894294826487,0.2183679311003241,9.043898815205923,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2007,C,이회창,0.95,0.16343792536253537,0.12175207105595022,0.22855892249276175,10.680685143681153,0.16770905620228738,True,pres_2002,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.5,0.5148574418019551,0.482762324999656,0.5433903305859069,6.062800558625092,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
pres_2012,A,박근혜,0.8,0.5148574418019551,0.4555937511742516,0.5706380799609364,11.50443287866848,0.5177328232773333,True,pres_2002|pres_2007,latest_prior_presidential_contest_votes,False
