variant,target_election,tuning_elections,preference_gain,terrain_anchor_gain,regional_accent_gain,regional_accent_signal_width,target_excluded_from_tuning
slot_free_hierarchy_no_neutral,pres_2002,,0.04,0.16666666666666669,0.09999999999999999,0.1,True
slot_free_hierarchy_no_neutral,pres_2007,pres_2002,0.04,0.15722756236902943,0.16992128576453128,0.1,True
slot_free_hierarchy_no_neutral,pres_2012,pres_2002|pres_2007,0.04,0.20906436171814108,0.18713346665320363,0.1,True
slot_free_hierarchy_no_neutral,pres_2017,pres_2002|pres_2007|pres_2012,0.04,0.125,0.1721666125481884,0.1,True
slot_free_hierarchy_no_neutral,pres_2022,pres_2002|pres_2007|pres_2012|pres_2017,0.04,0.15869721016652416,0.2,0.1,True
