nominal_level,elections,candidates,equal_election_coverage,candidate_weighted_coverage,equal_election_mean_width_pp
0.5,4,11,0.9166666666666666,0.9090909090909091,4.312687799377549
0.8,4,11,0.9166666666666666,0.9090909090909091,8.240096722796402
0.9,4,11,1.0,1.0,10.593087783821062
0.95,4,11,1.0,1.0,12.662702406351526
