target_election,selection_training_elections,responsive_training_elections,responsive_training_count,default_gain,raw_selected_gain,selection_reliability,selected_gain,target_excluded_from_selection,prior_macro_mae_gain_0.40,prior_macro_mae_gain_0.50,prior_macro_mae_gain_0.60,prior_macro_mae_gain_0.70
pres_2002,,,0,0.5,0.5,0.0,0.5,True,,,,
pres_2007,pres_2002,,0,0.5,0.5,0.0,0.5,True,,,,
pres_2012,pres_2002|pres_2007,pres_2007,1,0.5,0.7,0.5,0.6,True,4.436278813380541,4.23211713502214,4.0528418286869865,3.966474768020328
pres_2017,pres_2002|pres_2007|pres_2012,pres_2007|pres_2012,2,0.5,0.7,0.6666666666666666,0.6333333333333333,True,3.869862896855873,3.7411105520280805,3.6289503191655323,3.578729931582212
pres_2022,pres_2002|pres_2007|pres_2012|pres_2017,pres_2007|pres_2012|pres_2017,3,0.5,0.7,0.75,0.6499999999999999,True,4.023333432406211,3.8758797374543716,3.7500290615736827,3.6766406475436364
