election_id,slot,candidate_id,candidate_name,candidate_role,viability,centrist_appeal,anti_major_party_appeal,regional_base_overlap,available_date,confidence,notes
pres_2002,C,kwon_young_ghil,Kwon Young-ghil,final_third,0.2002861657537909,0.1666666666666666,0.32175,0.1625961880365863,2002-12-18,0.3776503168428453,Automatic V23 profile; source=current_election_structural_evidence; target outcome unused
pres_2002,C,chung_mong_joon,Chung Mong-joon,withdrawn_preliminary,0.667989651195615,0.6479102764468576,0.5887461658681146,0.14945050539187144,2002-11-25,0.5458205528937152,Automatic V23 withdrawn profile; source=strictly_prior_candidate_election_history_shrunk; target outcome unused
pres_2007,C,lee_hoi_chang,Lee Hoi-chang,final_third,0.6606834048636688,0.3185164816851648,0.6656980850794689,0.2218118566278784,2007-12-18,0.5886164164530889,Automatic V23 profile; source=current_election_structural_evidence; target outcome unused
pres_2012,C,ahn_cheol_soo,Ahn Cheol-soo,withdrawn_preliminary,0.7345062919394135,0.5,0.5,0.0,2012-11-22,0.7240905414136372,Automatic V23 profile; source=strictly_prior_assembly_attention_stature_shrunk; target outcome unused
pres_2017,C,ahn_cheol_soo,Ahn Cheol-soo,final_third,0.8980507030347159,0.8303481864787281,0.7310747514215004,0.3715921991543937,2017-05-08,0.653317888212555,Automatic V23 profile; source=current_election_structural_evidence; target outcome unused
pres_2022,C,ahn_cheol_soo,Ahn Cheol-soo,withdrawn_preliminary,0.521338369165214,0.6442481929925727,0.6008999495170703,0.2689798092451039,2022-03-03,0.5722685233107044,Automatic V23 profile; source=strictly_prior_same_person_structural_evidence_shrunk; target outcome unused
