region_id,lineage_id,lineage_gap,lineage_reliability,effective_n,prior_events,source_party_names,weighted_gap,regional_distinctiveness,target_election_id
sido_47,party:정통민주당,-0.0016126510078590217,0.5553240666107921,1.8925911014380397,2,정통민주당,-0.0008955439157082645,0.3812512930617966,pres_2022
sido_47,party:직능연합당,0.00020788142116104637,0.5559670298377487,1.8925911014380392,2,직능연합당,0.00011557521628135707,0.3812512930617966,pres_2022
sido_47,party:진리대한당,-0.00015561029015384817,0.4,1.0,1,,-6.224411606153927e-05,0.3812512930617966,pres_2022
sido_47,party:진보정당계,-0.033025752733765915,0.7753308991812026,29.9950976557218,36,진보정당계,-0.025605886563206785,0.3812512930617966,pres_2022
sido_47,party:참주인연합,-0.00015194449962065626,0.4,1.0,1,참주인연합,-6.0777799848262504e-05,0.3812512930617966,pres_2022
sido_47,party:창조한국당,-0.0034499807814308437,0.7810735875753885,8.059769911504814,9,창조한국당,-0.0026946888660183315,0.3812512930617966,pres_2022
sido_47,party:청년당,-0.00020963438990699148,0.557072492886347,1.8925911014380397,2,청년당,-0.0001167815521801962,0.3812512930617966,pres_2022
sido_47,party:청년진보당,-0.0021700453815432447,0.4,1.0,1,,-0.0008680181526172979,0.3812512930617966,pres_2022
sido_47,party:친민당,-4.725139230240891e-05,0.4,1.0,1,,-1.8900556920963565e-05,0.3812512930617966,pres_2022
sido_47,party:친박신당,0.003560088657427318,0.5290326832628806,1.8925911014380399,2,친박신당,0.00188340325509252,0.3812512930617966,pres_2022
sido_47,party:친박연대,0.04501935527617928,0.4,1.0,1,친박연대,0.018007742110471712,0.3812512930617966,pres_2022
sido_47,party:친박연합,0.020669130000136544,0.4,1.0,1,친박연합,0.008267652000054618,0.3812512930617966,pres_2022
sido_47,party:친반통일당,-0.0005131669503402862,0.5560472815188432,1.8925911014380394,2,친반통일당,-0.00028534508770203135,0.3812512930617966,pres_2022
sido_47,party:친반통합,-3.333084932694718e-05,0.4,1.0,1,,-1.3332339730778872e-05,0.3812512930617966,pres_2022
sido_47,party:친반평화통일당,-3.9165327260267634e-05,0.4,1.0,1,,-1.5666130904107055e-05,0.3812512930617966,pres_2022
sido_47,party:코리아,-1.5486883799658973e-05,0.700649288097607,3.622844698023031,4,코리아,-1.0850874109081422e-05,0.3812512930617966,pres_2022
sido_47,party:통일국민당,0.05239271206549495,0.4,1.0,1,통일국민당,0.020957084826197982,0.3812512930617966,pres_2022
sido_47,party:통일당,-8.937972573393023e-07,0.4,1.0,1,,-3.575189029357209e-07,0.3812512930617966,pres_2022
sido_47,party:통일민주당,-3.0064967924026123e-06,0.5578398751858727,1.8925911014380399,2,통일민주당,-1.6771437954206e-06,0.3812512930617966,pres_2022
sido_47,party:통일한국당,0.00023202563231301438,0.5768536305113108,2.0899902465604896,3,통일한국당,0.00013384482837144486,0.3812512930617966,pres_2022
sido_47,party:평화민주당,-0.0038087682983553852,0.7629451212851281,5.780824468592788,6,,-0.0029058811913357007,0.3812512930617966,pres_2022
sido_47,party:평화통일가정당,0.005165067591021178,0.49544424790788244,1.8925911014380392,2,평화통일가정당,0.0025590030280268658,0.3812512930617966,pres_2022
sido_47,party:하나로국민연합,-0.0005237539077207567,0.4,1.0,1,하나로국민연합,-0.0002095015630883027,0.3812512930617966,pres_2022
sido_47,party:한국경제당,0.001694654645607438,0.4,1.0,1,한국경제당,0.0006778618582429753,0.3812512930617966,pres_2022
sido_47,party:한국국민당,3.242173721872712e-05,0.8064986062824668,6.327102589591358,7,한국국민당,2.6148085880159803e-05,0.3812512930617966,pres_2022
