election_id,election_type,event_date,available_date,region_id,lineage_id,broad_bloc,source_party_names,regional_share,national_reference,lineage_gap,distinctiveness,quality,source_quality,ballot_channel,source_detail,lineage_resolution,lineage_resolution_confidence
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_45,party:통일국민당,제3지대,통일국민당,0.052165851261086166,0.18092047041160453,-0.12875461915051836,0.2726064973302579,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_46,mainstream_conservative,국민의힘,민주자유당,0.271940646146585,0.46992362579505154,-0.19798297964846656,0.34579536169739644,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_46,mainstream_liberal,더불어민주당,민주당,0.665316291036486,0.3195209293390896,0.34579536169739644,0.34579536169739644,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_46,mainstream_progressive,진보정당계,민중당,0.0011338934370401352,0.011871234652255504,-0.010737341215215369,0.34579536169739644,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_46,party:공명민주당,,,0.0,0.0010914572379568273,-0.0010914572379568273,0.34579536169739644,0.65,0.65,candidate_proxy,,,0.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_46,party:신정당,신정당,신정당,0.007547777971769699,0.016672282564041997,-0.0091245045922723,0.34579536169739644,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_46,party:통일국민당,제3지대,통일국민당,0.054061391408119136,0.18092047041160453,-0.1268590790034854,0.34579536169739644,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_47,mainstream_conservative,국민의힘,민주자유당,0.6455402249261654,0.46992362579505154,0.17561659913111383,0.23929025634325304,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_47,mainstream_liberal,더불어민주당,민주당,0.08889368248464496,0.3195209293390896,-0.23062724685444463,0.23929025634325304,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_47,mainstream_progressive,진보정당계,민중당,0.02315217979889978,0.011871234652255504,0.011280945146644277,0.23929025634325304,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_47,party:공명민주당,,,0.0,0.0010914572379568273,-0.0010914572379568273,0.23929025634325304,0.65,0.65,candidate_proxy,,,0.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_47,party:신정당,신정당,신정당,0.009100730313190466,0.016672282564041997,-0.007571552250851531,0.23929025634325304,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_47,party:통일국민당,제3지대,통일국민당,0.23331318247709948,0.18092047041160453,0.05239271206549495,0.23929025634325304,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_48,mainstream_conservative,국민의힘,민주자유당,0.5880987599384158,0.46992362579505154,0.11817513414336422,0.20840714389133255,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_48,mainstream_liberal,더불어민주당,민주당,0.11186855264802385,0.3195209293390896,-0.20765237669106573,0.20840714389133255,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_48,mainstream_progressive,진보정당계,민중당,0.011116467451988644,0.011871234652255504,-0.0007547672002668603,0.20840714389133255,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_48,party:공명민주당,공명민주당,공명민주당,0.00887779164932723,0.0010914572379568273,0.007786334411370403,0.20840714389133255,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_48,party:신정당,신정당,신정당,0.017473345337030582,0.016672282564041997,0.0008010627729885846,0.20840714389133255,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_48,party:통일국민당,제3지대,통일국민당,0.26256508297521386,0.18092047041160453,0.08164461256360933,0.20840714389133255,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_50,mainstream_conservative,국민의힘,민주자유당,0.6316322907110941,0.46992362579505154,0.16170866491604252,0.2105554448658589,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_50,mainstream_liberal,더불어민주당,민주당,0.368367709288906,0.3195209293390896,0.0488467799498164,0.2105554448658589,0.65,0.65,candidate_proxy,nec_exact_constituency_party,exact_party_alias,1.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_50,mainstream_progressive,,,0.0,0.011871234652255504,-0.011871234652255504,0.2105554448658589,0.65,0.65,candidate_proxy,,,0.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_50,party:공명민주당,,,0.0,0.0010914572379568273,-0.0010914572379568273,0.2105554448658589,0.65,0.65,candidate_proxy,,,0.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_50,party:신정당,,,0.0,0.016672282564041997,-0.016672282564041997,0.2105554448658589,0.65,0.65,candidate_proxy,,,0.0
assembly_1992_district,assembly_district,1992-03-24,1992-03-25,sido_50,party:통일국민당,,,0.0,0.18092047041160453,-0.18092047041160453,0.2105554448658589,0.65,0.65,candidate_proxy,,,0.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_11,mainstream_conservative,국민의힘,국민의힘,0.36915972777574807,0.39518092375164343,-0.02602119597589536,0.028563922916235024,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_11,mainstream_liberal,더불어민주당,더불어민주당,0.3826735105976176,0.37076184245781435,0.011911668139803266,0.028563922916235024,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_11,party:대한정의당,대한정의당,대한정의당,0.0008170815523016002,0.001962169746551874,-0.0011450881942502737,0.028563922916235024,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_11,party:신정당,신정당,신정당,0.06498753597194291,0.06638517471803228,-0.0013976387460893636,0.028563922916235024,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_11,unresolved_third,제3지대,제3지대,0.18236214410238982,0.16570988932595804,0.016652254776431785,0.028563922916235024,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_26,mainstream_conservative,국민의힘,국민의힘,0.7421834973596179,0.39518092375164343,0.34700257360797443,0.34711322245050447,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_26,mainstream_liberal,더불어민주당,더불어민주당,0.12679527577512043,0.37076184245781435,-0.24396656668269392,0.34711322245050447,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_26,party:대한정의당,대한정의당,대한정의당,0.00046784923773580007,0.001962169746551874,-0.0014943205088160738,0.34711322245050447,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_26,party:신정당,신정당,신정당,0.06649582356056231,0.06638517471803228,0.0001106488425300367,0.34711322245050447,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_26,unresolved_third,제3지대,제3지대,0.06405755406696362,0.16570988932595804,-0.10165233525899442,0.34711322245050447,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_27,mainstream_conservative,국민의힘,국민의힘,0.6040643476495362,0.39518092375164343,0.20888342389789277,0.29243472432722273,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_27,mainstream_liberal,더불어민주당,더불어민주당,0.07932400312251672,0.37076184245781435,-0.29143783933529765,0.29243472432722273,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_27,party:대한정의당,대한정의당,대한정의당,0.0009652847546268003,0.001962169746551874,-0.0009968849919250735,0.29243472432722273,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_27,party:신정당,신정당,신정당,0.11905207811892864,0.06638517471803228,0.05266690340089636,0.29243472432722273,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_27,unresolved_third,제3지대,제3지대,0.19659428635439166,0.16570988932595804,0.030884397028433624,0.29243472432722273,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_28,mainstream_conservative,국민의힘,국민의힘,0.37845130223264384,0.39518092375164343,-0.016729621518999593,0.06573934202249179,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_28,mainstream_liberal,더불어민주당,더불어민주당,0.3224275833693663,0.37076184245781435,-0.04833425908844807,0.06573934202249179,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_28,party:대한정의당,대한정의당,대한정의당,0.0012867083315078003,0.001962169746551874,-0.0006754614150440736,0.06573934202249179,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_28,party:신정당,신정당,신정당,0.08020354944826781,0.06638517471803228,0.013818374730235533,0.06573934202249179,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_28,unresolved_third,제3지대,제3지대,0.21763085661821435,0.16570988932595804,0.051920967292256315,0.06573934202249179,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_29,mainstream_conservative,국민의힘,국민의힘,0.021395927928884704,0.39518092375164343,-0.3737849958227587,0.54577446477995,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_29,mainstream_liberal,더불어민주당,더불어민주당,0.9623107720177142,0.37076184245781435,0.5,0.54577446477995,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_29,party:대한정의당,대한정의당,대한정의당,0.00019619818081500007,0.001962169746551874,-0.0017659715657368739,0.54577446477995,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_29,party:신정당,신정당,신정당,0.004170317723038901,0.06638517471803228,-0.06221485699499338,0.54577446477995,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_29,unresolved_third,제3지대,제3지대,0.011926784149547204,0.16570988932595804,-0.15378310517641083,0.54577446477995,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_30,mainstream_conservative,국민의힘,국민의힘,0.35691999639790445,0.39518092375164343,-0.03826092735373898,0.11782380051898189,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_30,mainstream_liberal,더불어민주당,더불어민주당,0.29146426950737814,0.37076184245781435,-0.07929757295043621,0.11782380051898189,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_30,party:대한정의당,대한정의당,대한정의당,0.0016968695317452001,0.001962169746551874,-0.00026530021480667375,0.11782380051898189,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_30,party:신정당,신정당,신정당,0.11393569553110601,0.06638517471803228,0.04755052081307373,0.11782380051898189,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_30,unresolved_third,제3지대,제3지대,0.23598316903186622,0.16570988932595804,0.07027327970590819,0.11782380051898189,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_41,mainstream_conservative,국민의힘,국민의힘,0.36868796154902306,0.39518092375164343,-0.026492962202620374,0.07293257524172185,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_41,mainstream_liberal,더불어민주당,더불어민주당,0.32443247000133485,0.37076184245781435,-0.0463293724564795,0.07293257524172185,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_41,party:대한정의당,대한정의당,대한정의당,0.0018519291639299005,0.001962169746551874,-0.0001102405826219734,0.07293257524172185,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_41,party:신정당,신정당,신정당,0.07030803941295691,0.06638517471803228,0.00392286469492463,0.07293257524172185,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_41,unresolved_third,제3지대,제3지대,0.23471959987275526,0.16570988932595804,0.06900971054679722,0.07293257524172185,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_42,mainstream_conservative,국민의힘,국민의힘,0.4221513942247496,0.39518092375164343,0.02697047047310619,0.21299185823915176,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_42,mainstream_liberal,더불어민주당,더불어민주당,0.15776998421866262,0.37076184245781435,-0.21299185823915173,0.21299185823915176,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_42,party:대한정의당,대한정의당,대한정의당,0.0037773554544789007,0.001962169746551874,0.0018151857079270269,0.21299185823915176,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_42,party:신정당,신정당,신정당,0.06966970764235741,0.06638517471803228,0.003284532924325137,0.21299185823915176,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_42,unresolved_third,제3지대,제3지대,0.34663155845975147,0.16570988932595804,0.18092166913379343,0.21299185823915176,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_43,mainstream_conservative,국민의힘,국민의힘,0.38963277320688533,0.39518092375164343,-0.005548150544758101,0.11108034484755921,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_43,mainstream_liberal,더불어민주당,더불어민주당,0.26522964815501326,0.37076184245781435,-0.10553219430280109,0.11108034484755921,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_43,party:대한정의당,대한정의당,대한정의당,0.0067004918858205005,0.001962169746551874,0.004738322139268627,0.11108034484755921,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_43,party:신정당,신정당,신정당,0.09530633586561392,0.06638517471803228,0.028921161147581642,0.11108034484755921,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_43,unresolved_third,제3지대,제3지대,0.24313075088666702,0.16570988932595804,0.07742086156070899,0.11108034484755921,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_44,mainstream_conservative,국민의힘,국민의힘,0.37730621963383637,0.39518092375164343,-0.01787470411780706,0.09699159875447744,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_44,mainstream_liberal,더불어민주당,더불어민주당,0.29164494782114403,0.37076184245781435,-0.07911689463667032,0.09699159875447744,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_44,party:대한정의당,대한정의당,대한정의당,0.004443514913607201,0.001962169746551874,0.0024813451670553273,0.09699159875447744,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_44,party:신정당,신정당,신정당,0.06876776387056642,0.06638517471803228,0.0023825891525341425,0.09699159875447744,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
pres_1992,presidential,1992-12-18,1992-12-19,sido_44,unresolved_third,제3지대,제3지대,0.25783755376084605,0.16570988932595804,0.09212766443488801,0.09699159875447744,0.25,1.0,candidate_proxy,preserved_history_party_name,unresolved_collapsed_label,0.25
pres_1992,presidential,1992-12-18,1992-12-19,sido_45,mainstream_conservative,국민의힘,국민의힘,0.057380280257368806,0.39518092375164343,-0.33780064349427463,0.5148887456521125,1.0,1.0,candidate_proxy,preserved_history_party_name,exact_party_alias,1.0
