election_id,region_id,dominant_slot,runner_up_slot,rejection_rate,runner_core_floor,runner_flexible_mass,transfer
pres_2007,sido_11,A,B,0.037442366892508565,0.21813403718286137,0.09650113722087048,0.0036132309853681467
pres_2007,sido_26,A,B,0.037442366892508565,0.1278634515442579,0.07826931507165652,0.0029305884113383137
pres_2007,sido_27,A,B,0.037442366892508565,0.07182882636028154,0.056473141459861015,0.002114488082112653
pres_2007,sido_28,A,B,0.037442366892508565,0.18829649635747572,0.12261875687408688,0.0045911364827828675
pres_2007,sido_29,A,B,0.037442366892508565,0.48935597813177295,0.25139029151394315,0.009412647528079743
pres_2007,sido_30,A,B,0.037442366892508565,0.1749885957265136,0.14773189329244113,0.005531431750380506
pres_2007,sido_31,A,B,0.037442366892508565,0.09222167163681577,0.1002435132639034,0.00375335440222112
pres_2007,sido_41,A,B,0.037442366892508565,0.19697816370481863,0.12085480253967212,0.004525089857412079
pres_2007,sido_42,A,B,0.037442366892508565,0.16209645385893912,0.1029689449418138,0.0038554010150459064
pres_2007,sido_43,A,B,0.037442366892508565,0.1871115693451475,0.12416320549231125,0.004648964294593052
pres_2007,sido_44,A,B,0.037442366892508565,0.13394141164498347,0.16828009369772562,0.006300805008935961
pres_2007,sido_45,A,B,0.037442366892508565,0.4905640077220065,0.25588915443259963,0.00958109560407918
pres_2007,sido_46,A,B,0.037442366892508565,0.49449629690945973,0.24759733284174879,0.009270630177867318
pres_2007,sido_47,A,B,0.037442366892508565,0.08400851401160532,0.05616439625631338,0.00210292793092512
pres_2007,sido_48,A,B,0.037442366892508565,0.10359819627461865,0.07945361766442456,0.0029749315035284838
pres_2007,sido_50,A,B,0.037442366892508565,0.0,0.2646738662792119,0.009910016008085004
pres_2017,sido_11,A,B,0.10167156077441027,0.301008511479261,0.023345893157835362,0.002373613395029747
pres_2017,sido_26,A,B,0.10167156077441027,0.3543389196831111,0.038966982183330334,0.003961833897247832
pres_2017,sido_27,A,B,0.10167156077441027,0.46008226492838405,0.038376523174324606,0.0039018010082289083
pres_2017,sido_28,A,B,0.10167156077441027,0.29526107955486003,0.03312163093806492,0.0033675279128670545
pres_2017,sido_29,A,B,0.10167156077441027,0.03418060162298013,0.034580226846575676,0.0035158256354245123
pres_2017,sido_30,A,B,0.10167156077441027,0.24302985307860214,0.030992115365598205,0.003151016740920952
pres_2017,sido_31,A,B,0.10167156077441027,0.3566701636687568,0.03510276263343931,0.0035689526644354227
pres_2017,sido_36,A,B,0.10167156077441027,0.17243319954853462,0.06569090365579527,0.006678896703366119
pres_2017,sido_41,A,B,0.10167156077441027,0.2929610598161668,0.03358436268847431,0.0034145745721510527
pres_2017,sido_42,A,B,0.10167156077441027,0.3390610654624061,0.036117149370140766,0.0036720869471847206
pres_2017,sido_43,A,B,0.10167156077441027,0.2935740183134102,0.03372323376006414,0.0034286938107460055
pres_2017,sido_44,A,B,0.10167156077441027,0.258712287374873,0.03194153056845794,0.003247545266418655
pres_2017,sido_45,A,B,0.10167156077441027,0.06824834845461263,0.03818838688998165,0.0038826728985614616
pres_2017,sido_46,A,B,0.10167156077441027,0.043855392347036816,0.034387141436655215,0.003496194340435132
pres_2017,sido_47,A,B,0.10167156077441027,0.48406713998910517,0.03853864374208166,0.003918284059386401
pres_2017,sido_48,A,B,0.10167156077441027,0.41821673359754863,0.05944291868559659,0.006043654319750962
pres_2017,sido_50,A,B,0.10167156077441027,0.24247120379278841,0.051385926515396696,0.005224487350659535
