election_id,dominant_slot,runner_up_slot,contest_regime,dominance_activation,regime_base_activation,regime_rejection_activation,regime_certainty,regime_reliability,structural_score_gap,directional_advantage,cumulative_rejection_advantage,dominant_cumulative_rejection,runner_cumulative_rejection
pres_2002,B,A,balanced_two_bloc,0.0,0.0,0.0,1.0,0.3125,0.11262482915528921,0.13284711348451467,0.0,-0.0,-0.0
pres_2007,A,B,cumulative_rejection_landslide,0.6880401212308337,0.3869357232058956,0.6880401212308337,1.0,0.6160807169617687,0.054925186283312055,0.11390072704057598,0.0550432096984667,-0.0,0.0550432096984667
pres_2012,A,B,asymmetric_two_bloc,0.03190395787404836,0.32490327877762565,0.0,0.09819524750282518,0.7461121746062654,0.017945857425084755,0.051683433390233055,0.0,-0.0,-0.0
pres_2017,A,B,rupture_landslide,1.0,1.0,1.0,1.0,0.8082271806109083,0.026081025309583866,0.16393555360047884,0.10167156077441027,0.0,0.10167156077441027
pres_2022,A,B,balanced_two_bloc,0.0,0.0,-0.0,0.0,0.8417889022571992,0.002595553918345206,-0.015273559058443143,-0.0,0.0,-0.0
