query_id,query,category,priority,window_start,window_end,enabled
q1018,경기 일자리,region_issue,3,2021-07-01,2021-09-30,true
q1019,경기 일자리,region_issue,3,2021-10-01,2021-12-31,true
q1020,경기 일자리,region_issue,3,2022-01-01,2022-03-09,true
q1021,경기 복지,region_issue,3,2021-01-01,2021-03-31,true
q1022,경기 복지,region_issue,3,2021-04-01,2021-06-30,true
q1023,경기 복지,region_issue,3,2021-07-01,2021-09-30,true
q1024,경기 복지,region_issue,3,2021-10-01,2021-12-31,true
q1025,경기 복지,region_issue,3,2022-01-01,2022-03-09,true
q1026,경기 안보,region_issue,3,2021-01-01,2021-03-31,true
q1027,경기 안보,region_issue,3,2021-04-01,2021-06-30,true
q1028,경기 안보,region_issue,3,2021-07-01,2021-09-30,true
q1029,경기 안보,region_issue,3,2021-10-01,2021-12-31,true
q1030,경기 안보,region_issue,3,2022-01-01,2022-03-09,true
q1031,경기 청년 주거,region_issue,3,2021-01-01,2021-03-31,true
q1032,경기 청년 주거,region_issue,3,2021-04-01,2021-06-30,true
q1033,경기 청년 주거,region_issue,3,2021-07-01,2021-09-30,true
q1034,경기 청년 주거,region_issue,3,2021-10-01,2021-12-31,true
q1035,경기 청년 주거,region_issue,3,2022-01-01,2022-03-09,true
q1036,경기 검찰개혁,region_issue,3,2021-01-01,2021-03-31,true
q1037,경기 검찰개혁,region_issue,3,2021-04-01,2021-06-30,true
q1038,경기 검찰개혁,region_issue,3,2021-07-01,2021-09-30,true
q1039,경기 검찰개혁,region_issue,3,2021-10-01,2021-12-31,true
q1040,경기 검찰개혁,region_issue,3,2022-01-01,2022-03-09,true
q1041,부산 대선,region_support,2,2021-01-01,2021-03-31,true
q1042,부산 대선,region_support,2,2021-04-01,2021-06-30,true
q1043,부산 대선,region_support,2,2021-07-01,2021-09-30,true
q1044,부산 대선,region_support,2,2021-10-01,2021-12-31,true
q1045,부산 대선,region_support,2,2022-01-01,2022-03-09,true
q1046,부산 총선,region_issue,3,2021-01-01,2021-03-31,true
q1047,부산 총선,region_issue,3,2021-04-01,2021-06-30,true
q1048,부산 총선,region_issue,3,2021-07-01,2021-09-30,true
q1049,부산 총선,region_issue,3,2021-10-01,2021-12-31,true
q1050,부산 총선,region_issue,3,2022-01-01,2022-03-09,true
q1051,부산 지방선거,region_issue,3,2021-01-01,2021-03-31,true
q1052,부산 지방선거,region_issue,3,2021-04-01,2021-06-30,true
q1053,부산 지방선거,region_issue,3,2021-07-01,2021-09-30,true
q1054,부산 지방선거,region_issue,3,2021-10-01,2021-12-31,true
q1055,부산 지방선거,region_issue,3,2022-01-01,2022-03-09,true
q1056,부산 정권교체,region_issue,3,2021-01-01,2021-03-31,true
q1057,부산 정권교체,region_issue,3,2021-04-01,2021-06-30,true
q1058,부산 정권교체,region_issue,3,2021-07-01,2021-09-30,true
q1059,부산 정권교체,region_issue,3,2021-10-01,2021-12-31,true
q1060,부산 정권교체,region_issue,3,2022-01-01,2022-03-09,true
q1061,부산 정권심판,region_issue,3,2021-01-01,2021-03-31,true
q1062,부산 정권심판,region_issue,3,2021-04-01,2021-06-30,true
q1063,부산 정권심판,region_issue,3,2021-07-01,2021-09-30,true
q1064,부산 정권심판,region_issue,3,2021-10-01,2021-12-31,true
q1065,부산 정권심판,region_issue,3,2022-01-01,2022-03-09,true
q1066,부산 여당,region_issue,3,2021-01-01,2021-03-31,true
q1067,부산 여당,region_issue,3,2021-04-01,2021-06-30,true
q1068,부산 여당,region_issue,3,2021-07-01,2021-09-30,true
q1069,부산 여당,region_issue,3,2021-10-01,2021-12-31,true
q1070,부산 여당,region_issue,3,2022-01-01,2022-03-09,true
q1071,부산 야당,region_issue,3,2021-01-01,2021-03-31,true
q1072,부산 야당,region_issue,3,2021-04-01,2021-06-30,true
q1073,부산 야당,region_issue,3,2021-07-01,2021-09-30,true
q1074,부산 야당,region_issue,3,2021-10-01,2021-12-31,true
q1075,부산 야당,region_issue,3,2022-01-01,2022-03-09,true
q1076,부산 경제,region_issue,3,2021-01-01,2021-03-31,true
q1077,부산 경제,region_issue,3,2021-04-01,2021-06-30,true
q1078,부산 경제,region_issue,3,2021-07-01,2021-09-30,true
q1079,부산 경제,region_issue,3,2021-10-01,2021-12-31,true
q1080,부산 경제,region_issue,3,2022-01-01,2022-03-09,true
q1081,부산 물가,region_issue,3,2021-01-01,2021-03-31,true
q1082,부산 물가,region_issue,3,2021-04-01,2021-06-30,true
q1083,부산 물가,region_issue,3,2021-07-01,2021-09-30,true
q1084,부산 물가,region_issue,3,2021-10-01,2021-12-31,true
q1085,부산 물가,region_issue,3,2022-01-01,2022-03-09,true
q1086,부산 부동산,region_issue,3,2021-01-01,2021-03-31,true
q1087,부산 부동산,region_issue,3,2021-04-01,2021-06-30,true
q1088,부산 부동산,region_issue,3,2021-07-01,2021-09-30,true
q1089,부산 부동산,region_issue,3,2021-10-01,2021-12-31,true
q1090,부산 부동산,region_issue,3,2022-01-01,2022-03-09,true
q1091,부산 연금,region_issue,3,2021-01-01,2021-03-31,true
q1092,부산 연금,region_issue,3,2021-04-01,2021-06-30,true
q1093,부산 연금,region_issue,3,2021-07-01,2021-09-30,true
q1094,부산 연금,region_issue,3,2021-10-01,2021-12-31,true
q1095,부산 연금,region_issue,3,2022-01-01,2022-03-09,true
q1096,부산 일자리,region_issue,3,2021-01-01,2021-03-31,true
q1097,부산 일자리,region_issue,3,2021-04-01,2021-06-30,true
q1098,부산 일자리,region_issue,3,2021-07-01,2021-09-30,true
q1099,부산 일자리,region_issue,3,2021-10-01,2021-12-31,true
q1100,부산 일자리,region_issue,3,2022-01-01,2022-03-09,true
q1101,부산 복지,region_issue,3,2021-01-01,2021-03-31,true
q1102,부산 복지,region_issue,3,2021-04-01,2021-06-30,true
q1103,부산 복지,region_issue,3,2021-07-01,2021-09-30,true
q1104,부산 복지,region_issue,3,2021-10-01,2021-12-31,true
q1105,부산 복지,region_issue,3,2022-01-01,2022-03-09,true
q1106,부산 안보,region_issue,3,2021-01-01,2021-03-31,true
q1107,부산 안보,region_issue,3,2021-04-01,2021-06-30,true
q1108,부산 안보,region_issue,3,2021-07-01,2021-09-30,true
q1109,부산 안보,region_issue,3,2021-10-01,2021-12-31,true
q1110,부산 안보,region_issue,3,2022-01-01,2022-03-09,true
q1111,부산 청년 주거,region_issue,3,2021-01-01,2021-03-31,true
q1112,부산 청년 주거,region_issue,3,2021-04-01,2021-06-30,true
q1113,부산 청년 주거,region_issue,3,2021-07-01,2021-09-30,true
q1114,부산 청년 주거,region_issue,3,2021-10-01,2021-12-31,true
q1115,부산 청년 주거,region_issue,3,2022-01-01,2022-03-09,true
q1116,부산 검찰개혁,region_issue,3,2021-01-01,2021-03-31,true
q1117,부산 검찰개혁,region_issue,3,2021-04-01,2021-06-30,true
q1118,부산 검찰개혁,region_issue,3,2021-07-01,2021-09-30,true
q1119,부산 검찰개혁,region_issue,3,2021-10-01,2021-12-31,true
q1120,부산 검찰개혁,region_issue,3,2022-01-01,2022-03-09,true
q1121,대구 대선,region_support,2,2021-01-01,2021-03-31,true
q1122,대구 대선,region_support,2,2021-04-01,2021-06-30,true
q1123,대구 대선,region_support,2,2021-07-01,2021-09-30,true
q1124,대구 대선,region_support,2,2021-10-01,2021-12-31,true
q1125,대구 대선,region_support,2,2022-01-01,2022-03-09,true
q1126,대구 총선,region_issue,3,2021-01-01,2021-03-31,true
q1127,대구 총선,region_issue,3,2021-04-01,2021-06-30,true
q1128,대구 총선,region_issue,3,2021-07-01,2021-09-30,true
q1129,대구 총선,region_issue,3,2021-10-01,2021-12-31,true
q1130,대구 총선,region_issue,3,2022-01-01,2022-03-09,true
q1131,대구 지방선거,region_issue,3,2021-01-01,2021-03-31,true
q1132,대구 지방선거,region_issue,3,2021-04-01,2021-06-30,true
q1133,대구 지방선거,region_issue,3,2021-07-01,2021-09-30,true
q1134,대구 지방선거,region_issue,3,2021-10-01,2021-12-31,true
q1135,대구 지방선거,region_issue,3,2022-01-01,2022-03-09,true
q1136,대구 정권교체,region_issue,3,2021-01-01,2021-03-31,true
q1137,대구 정권교체,region_issue,3,2021-04-01,2021-06-30,true
q1138,대구 정권교체,region_issue,3,2021-07-01,2021-09-30,true
q1139,대구 정권교체,region_issue,3,2021-10-01,2021-12-31,true
q1140,대구 정권교체,region_issue,3,2022-01-01,2022-03-09,true
q1141,대구 정권심판,region_issue,3,2021-01-01,2021-03-31,true
q1142,대구 정권심판,region_issue,3,2021-04-01,2021-06-30,true
q1143,대구 정권심판,region_issue,3,2021-07-01,2021-09-30,true
q1144,대구 정권심판,region_issue,3,2021-10-01,2021-12-31,true
q1145,대구 정권심판,region_issue,3,2022-01-01,2022-03-09,true
q1146,대구 여당,region_issue,3,2021-01-01,2021-03-31,true
q1147,대구 여당,region_issue,3,2021-04-01,2021-06-30,true
q1148,대구 여당,region_issue,3,2021-07-01,2021-09-30,true
q1149,대구 여당,region_issue,3,2021-10-01,2021-12-31,true
q1150,대구 여당,region_issue,3,2022-01-01,2022-03-09,true
q1151,대구 야당,region_issue,3,2021-01-01,2021-03-31,true
q1152,대구 야당,region_issue,3,2021-04-01,2021-06-30,true
q1153,대구 야당,region_issue,3,2021-07-01,2021-09-30,true
q1154,대구 야당,region_issue,3,2021-10-01,2021-12-31,true
q1155,대구 야당,region_issue,3,2022-01-01,2022-03-09,true
q1156,대구 경제,region_issue,3,2021-01-01,2021-03-31,true
q1157,대구 경제,region_issue,3,2021-04-01,2021-06-30,true
q1158,대구 경제,region_issue,3,2021-07-01,2021-09-30,true
q1159,대구 경제,region_issue,3,2021-10-01,2021-12-31,true
q1160,대구 경제,region_issue,3,2022-01-01,2022-03-09,true
q1161,대구 물가,region_issue,3,2021-01-01,2021-03-31,true
q1162,대구 물가,region_issue,3,2021-04-01,2021-06-30,true
q1163,대구 물가,region_issue,3,2021-07-01,2021-09-30,true
q1164,대구 물가,region_issue,3,2021-10-01,2021-12-31,true
q1165,대구 물가,region_issue,3,2022-01-01,2022-03-09,true
q1166,대구 부동산,region_issue,3,2021-01-01,2021-03-31,true
q1167,대구 부동산,region_issue,3,2021-04-01,2021-06-30,true
q1168,대구 부동산,region_issue,3,2021-07-01,2021-09-30,true
q1169,대구 부동산,region_issue,3,2021-10-01,2021-12-31,true
q1170,대구 부동산,region_issue,3,2022-01-01,2022-03-09,true
q1171,대구 연금,region_issue,3,2021-01-01,2021-03-31,true
q1172,대구 연금,region_issue,3,2021-04-01,2021-06-30,true
q1173,대구 연금,region_issue,3,2021-07-01,2021-09-30,true
q1174,대구 연금,region_issue,3,2021-10-01,2021-12-31,true
q1175,대구 연금,region_issue,3,2022-01-01,2022-03-09,true
q1176,대구 일자리,region_issue,3,2021-01-01,2021-03-31,true
q1177,대구 일자리,region_issue,3,2021-04-01,2021-06-30,true
q1178,대구 일자리,region_issue,3,2021-07-01,2021-09-30,true
q1179,대구 일자리,region_issue,3,2021-10-01,2021-12-31,true
q1180,대구 일자리,region_issue,3,2022-01-01,2022-03-09,true
q1181,대구 복지,region_issue,3,2021-01-01,2021-03-31,true
q1182,대구 복지,region_issue,3,2021-04-01,2021-06-30,true
q1183,대구 복지,region_issue,3,2021-07-01,2021-09-30,true
q1184,대구 복지,region_issue,3,2021-10-01,2021-12-31,true
q1185,대구 복지,region_issue,3,2022-01-01,2022-03-09,true
q1186,대구 안보,region_issue,3,2021-01-01,2021-03-31,true
q1187,대구 안보,region_issue,3,2021-04-01,2021-06-30,true
q1188,대구 안보,region_issue,3,2021-07-01,2021-09-30,true
q1189,대구 안보,region_issue,3,2021-10-01,2021-12-31,true
q1190,대구 안보,region_issue,3,2022-01-01,2022-03-09,true
q1191,대구 청년 주거,region_issue,3,2021-01-01,2021-03-31,true
q1192,대구 청년 주거,region_issue,3,2021-04-01,2021-06-30,true
q1193,대구 청년 주거,region_issue,3,2021-07-01,2021-09-30,true
q1194,대구 청년 주거,region_issue,3,2021-10-01,2021-12-31,true
q1195,대구 청년 주거,region_issue,3,2022-01-01,2022-03-09,true
q1196,대구 검찰개혁,region_issue,3,2021-01-01,2021-03-31,true
q1197,대구 검찰개혁,region_issue,3,2021-04-01,2021-06-30,true
q1198,대구 검찰개혁,region_issue,3,2021-07-01,2021-09-30,true
q1199,대구 검찰개혁,region_issue,3,2021-10-01,2021-12-31,true
q1200,대구 검찰개혁,region_issue,3,2022-01-01,2022-03-09,true
q1201,광주 대선,region_support,2,2021-01-01,2021-03-31,true
q1202,광주 대선,region_support,2,2021-04-01,2021-06-30,true
q1203,광주 대선,region_support,2,2021-07-01,2021-09-30,true
q1204,광주 대선,region_support,2,2021-10-01,2021-12-31,true
q1205,광주 대선,region_support,2,2022-01-01,2022-03-09,true
q1206,광주 총선,region_issue,3,2021-01-01,2021-03-31,true
q1207,광주 총선,region_issue,3,2021-04-01,2021-06-30,true
q1208,광주 총선,region_issue,3,2021-07-01,2021-09-30,true
q1209,광주 총선,region_issue,3,2021-10-01,2021-12-31,true
q1210,광주 총선,region_issue,3,2022-01-01,2022-03-09,true
q1211,광주 지방선거,region_issue,3,2021-01-01,2021-03-31,true
q1212,광주 지방선거,region_issue,3,2021-04-01,2021-06-30,true
q1213,광주 지방선거,region_issue,3,2021-07-01,2021-09-30,true
q1214,광주 지방선거,region_issue,3,2021-10-01,2021-12-31,true
q1215,광주 지방선거,region_issue,3,2022-01-01,2022-03-09,true
q1216,광주 정권교체,region_issue,3,2021-01-01,2021-03-31,true
q1217,광주 정권교체,region_issue,3,2021-04-01,2021-06-30,true
q1218,광주 정권교체,region_issue,3,2021-07-01,2021-09-30,true
q1219,광주 정권교체,region_issue,3,2021-10-01,2021-12-31,true
q1220,광주 정권교체,region_issue,3,2022-01-01,2022-03-09,true
q1221,광주 정권심판,region_issue,3,2021-01-01,2021-03-31,true
q1222,광주 정권심판,region_issue,3,2021-04-01,2021-06-30,true
q1223,광주 정권심판,region_issue,3,2021-07-01,2021-09-30,true
q1224,광주 정권심판,region_issue,3,2021-10-01,2021-12-31,true
q1225,광주 정권심판,region_issue,3,2022-01-01,2022-03-09,true
q1226,광주 여당,region_issue,3,2021-01-01,2021-03-31,true
q1227,광주 여당,region_issue,3,2021-04-01,2021-06-30,true
q1228,광주 여당,region_issue,3,2021-07-01,2021-09-30,true
q1229,광주 여당,region_issue,3,2021-10-01,2021-12-31,true
q1230,광주 여당,region_issue,3,2022-01-01,2022-03-09,true
q1231,광주 야당,region_issue,3,2021-01-01,2021-03-31,true
q1232,광주 야당,region_issue,3,2021-04-01,2021-06-30,true
q1233,광주 야당,region_issue,3,2021-07-01,2021-09-30,true
q1234,광주 야당,region_issue,3,2021-10-01,2021-12-31,true
q1235,광주 야당,region_issue,3,2022-01-01,2022-03-09,true
q1236,광주 경제,region_issue,3,2021-01-01,2021-03-31,true
q1237,광주 경제,region_issue,3,2021-04-01,2021-06-30,true
q1238,광주 경제,region_issue,3,2021-07-01,2021-09-30,true
q1239,광주 경제,region_issue,3,2021-10-01,2021-12-31,true
q1240,광주 경제,region_issue,3,2022-01-01,2022-03-09,true
q1241,광주 물가,region_issue,3,2021-01-01,2021-03-31,true
q1242,광주 물가,region_issue,3,2021-04-01,2021-06-30,true
q1243,광주 물가,region_issue,3,2021-07-01,2021-09-30,true
q1244,광주 물가,region_issue,3,2021-10-01,2021-12-31,true
q1245,광주 물가,region_issue,3,2022-01-01,2022-03-09,true
q1246,광주 부동산,region_issue,3,2021-01-01,2021-03-31,true
q1247,광주 부동산,region_issue,3,2021-04-01,2021-06-30,true
q1248,광주 부동산,region_issue,3,2021-07-01,2021-09-30,true
q1249,광주 부동산,region_issue,3,2021-10-01,2021-12-31,true
q1250,광주 부동산,region_issue,3,2022-01-01,2022-03-09,true
q1251,광주 연금,region_issue,3,2021-01-01,2021-03-31,true
q1252,광주 연금,region_issue,3,2021-04-01,2021-06-30,true
q1253,광주 연금,region_issue,3,2021-07-01,2021-09-30,true
q1254,광주 연금,region_issue,3,2021-10-01,2021-12-31,true
q1255,광주 연금,region_issue,3,2022-01-01,2022-03-09,true
q1256,광주 일자리,region_issue,3,2021-01-01,2021-03-31,true
q1257,광주 일자리,region_issue,3,2021-04-01,2021-06-30,true
q1258,광주 일자리,region_issue,3,2021-07-01,2021-09-30,true
q1259,광주 일자리,region_issue,3,2021-10-01,2021-12-31,true
q1260,광주 일자리,region_issue,3,2022-01-01,2022-03-09,true
q1261,광주 복지,region_issue,3,2021-01-01,2021-03-31,true
q1262,광주 복지,region_issue,3,2021-04-01,2021-06-30,true
q1263,광주 복지,region_issue,3,2021-07-01,2021-09-30,true
q1264,광주 복지,region_issue,3,2021-10-01,2021-12-31,true
q1265,광주 복지,region_issue,3,2022-01-01,2022-03-09,true
q1266,광주 안보,region_issue,3,2021-01-01,2021-03-31,true
q1267,광주 안보,region_issue,3,2021-04-01,2021-06-30,true
q1268,광주 안보,region_issue,3,2021-07-01,2021-09-30,true
q1269,광주 안보,region_issue,3,2021-10-01,2021-12-31,true
q1270,광주 안보,region_issue,3,2022-01-01,2022-03-09,true
q1271,광주 청년 주거,region_issue,3,2021-01-01,2021-03-31,true
q1272,광주 청년 주거,region_issue,3,2021-04-01,2021-06-30,true
q1273,광주 청년 주거,region_issue,3,2021-07-01,2021-09-30,true
q1274,광주 청년 주거,region_issue,3,2021-10-01,2021-12-31,true
q1275,광주 청년 주거,region_issue,3,2022-01-01,2022-03-09,true
q1276,광주 검찰개혁,region_issue,3,2021-01-01,2021-03-31,true
q1277,광주 검찰개혁,region_issue,3,2021-04-01,2021-06-30,true
q1278,광주 검찰개혁,region_issue,3,2021-07-01,2021-09-30,true
q1279,광주 검찰개혁,region_issue,3,2021-10-01,2021-12-31,true
q1280,광주 검찰개혁,region_issue,3,2022-01-01,2022-03-09,true
