election_id,slot,candidate_name,predicted_share,region_weight_source
pres_2025,A,이재명,0.5582095182632467,pres_2022_valid_vote_volume
pres_2025,B,김문수,0.355175505111243,pres_2022_valid_vote_volume
pres_2025,C,이준석,0.08661497662551021,pres_2022_valid_vote_volume
