election_id,region_id,candidate_name,before,ceiling,excess_redistributed
pres_2025,sido_11,,0.21390743799013387,0.10764237087385099,0.10626506711628288
pres_2025,sido_26,,0.16173687268686848,0.07521734287239928,0.0865195298144692
pres_2025,sido_27,,0.15382072624773815,0.08547835065732173,0.06834237559041642
pres_2025,sido_28,,0.20117122782890526,0.09266181744121978,0.10850941038768548
pres_2025,sido_29,,0.23842551367482576,0.14245038157544374,0.09597513209938202
pres_2025,sido_30,,0.2598417243790684,0.17984687719738218,0.0799948471816862
pres_2025,sido_31,,0.18819053053346685,0.07447729398357021,0.11371323654989664
pres_2025,sido_36,,0.2452260099551801,0.14787606906793904,0.09734994088724105
pres_2025,sido_41,,0.20526245359502202,0.09957509104580242,0.1056873625492196
pres_2025,sido_42,,0.16989074656923459,0.07176196232618366,0.09812878424305092
pres_2025,sido_43,,0.1991896716465096,0.09747049202024591,0.1017191796262637
pres_2025,sido_44,,0.2568658556583195,0.1677707451557085,0.08909511050261099
pres_2025,sido_45,,0.2097081719606781,0.12132306425724061,0.08838510770343748
pres_2025,sido_46,,0.22388053411812026,0.13259175552493732,0.09128877859318293
pres_2025,sido_47,,0.14468312133669875,0.07274557907573628,0.07193754226096247
pres_2025,sido_48,,0.1538299689583663,0.06733307064881787,0.08649689830954842
pres_2025,sido_50,,0.1948942535367084,0.08486015505802197,0.11003409847868642
