election_id,slot,candidate_name,predicted_share,region_weight_source
pres_2025,A,김문수,0.4791553427755227,pres_2022_valid_vote_volume
pres_2025,B,이재명,0.46487567124917123,pres_2022_valid_vote_volume
pres_2025,C,이준석,0.05596898597530613,pres_2022_valid_vote_volume
