election_id,region_id,donor_slot,recipient_slots,candidate_ballot_recent_base,floor_mode,recipient_weight_mode,protected_floor,before,reservoir,gain,transfer,after
pres_2025,sido_11,C,A|B,0.0895016509244357,theoretical,prediction_tilted,0.01,0.10764237087385099,0.097642370873851,0.5,0.0488211854369255,0.058821185436925494
pres_2025,sido_26,C,A|B,0.07299837894668176,theoretical,prediction_tilted,0.01,0.07521734287239928,0.06521734287239929,0.5,0.032608671436199645,0.04260867143619964
pres_2025,sido_27,C,A|B,0.07837358386000785,theoretical,prediction_tilted,0.01,0.08547835065732172,0.07547835065732172,0.5,0.03773917532866086,0.04773917532866086
pres_2025,sido_28,C,A|B,0.1152049319759918,theoretical,prediction_tilted,0.01,0.09266181744121979,0.0826618174412198,0.5,0.0413309087206099,0.05133090872060989
pres_2025,sido_29,C,A|B,0.15308722399565391,theoretical,prediction_tilted,0.01,0.14245038157544374,0.13245038157544373,0.5,0.06622519078772186,0.07622519078772187
pres_2025,sido_30,C,A|B,0.21166262390808982,theoretical,prediction_tilted,0.01,0.17984687719738218,0.16984687719738217,0.5,0.08492343859869109,0.0949234385986911
pres_2025,sido_31,C,A|B,0.06959987325014474,theoretical,prediction_tilted,0.01,0.07447729398357023,0.06447729398357023,0.5,0.032238646991785115,0.04223864699178511
pres_2025,sido_36,C,A|B,0.19926897829917944,theoretical,prediction_tilted,0.01,0.14787606906793907,0.13787606906793906,0.5,0.06893803453396953,0.07893803453396954
pres_2025,sido_41,C,A|B,0.10933371798382359,theoretical,prediction_tilted,0.01,0.09957509104580242,0.08957509104580243,0.5,0.04478754552290121,0.05478754552290121
pres_2025,sido_42,C,A|B,0.10674307208851068,theoretical,prediction_tilted,0.01,0.07176196232618366,0.06176196232618366,0.5,0.03088098116309183,0.04088098116309183
pres_2025,sido_43,C,A|B,0.12481708056280445,theoretical,prediction_tilted,0.01,0.09747049202024591,0.08747049202024591,0.5,0.043735246010122956,0.05373524601012295
pres_2025,sido_44,C,A|B,0.19427338351107365,theoretical,prediction_tilted,0.01,0.1677707451557085,0.1577707451557085,0.5,0.07888537257785425,0.08888537257785425
pres_2025,sido_45,C,A|B,0.1353111438143049,theoretical,prediction_tilted,0.01,0.12132306425724061,0.11132306425724062,0.5,0.05566153212862031,0.0656615321286203
pres_2025,sido_46,C,A|B,0.15760933017999373,theoretical,prediction_tilted,0.01,0.13259175552493732,0.12259175552493733,0.5,0.06129587776246866,0.07129587776246865
pres_2025,sido_47,C,A|B,0.07997646255245618,theoretical,prediction_tilted,0.01,0.07274557907573628,0.06274557907573629,0.5,0.031372789537868144,0.04137278953786814
pres_2025,sido_48,C,A|B,0.06670888162598002,theoretical,prediction_tilted,0.01,0.06733307064881787,0.05733307064881787,0.5,0.028666535324408934,0.03866653532440893
pres_2025,sido_50,C,A|B,0.10989577591907101,theoretical,prediction_tilted,0.01,0.08486015505802197,0.07486015505802197,0.5,0.03743007752901099,0.04743007752901098
