nominal_level,elections,candidates,equal_election_coverage,candidate_weighted_coverage,equal_election_mean_width_pp
0.5,4,11,0.9166666666666666,0.9090909090909091,4.385082806533187
0.8,4,11,0.9166666666666666,0.9090909090909091,8.330097728265725
0.9,4,11,1.0,1.0,10.734408465127474
0.95,4,11,1.0,1.0,12.782228887681526
