election_id,slot,issue_name,direct_mega_score,mega_issue_intensity,selection_score
pres_2012,A,external_shock,-0.042367146889780806,1.195804,0.4763615118777
pres_2017,B,regime_change,-0.25483165958519005,2.0,0.14721098626396942
