election_id,region_id,slot,candidate_name,predicted_share,region_name,actual_votes,contest_votes,all_valid_votes,actual_contest_share,actual_raw_share,error_pp,absolute_error_pp
pres_2025,sido_43,B,김문수,0.3833385272024722,충청북도,457065.0,1046039.0,1057436.0,0.4369483355783102,0.4322389250980674,-5.360980837583801,5.360980837583801
pres_2025,sido_44,B,김문수,0.3582502831667579,충청남도,600108.0,1372516.0,1386928.0,0.43723206141130594,0.43268864713957755,-7.898177824454805,7.898177824454805
pres_2025,sido_45,B,김문수,0.0597720560652276,전북특별자치도,134996.0,1226229.0,1238009.0,0.11009036648130162,0.10904282602145865,-5.031831041607402,5.031831041607402
pres_2025,sido_46,B,김문수,0.0359369383614935,전라남도,110624.0,1283387.0,1294843.0,0.08619691488226076,0.08543429589533248,-5.025997652076726,5.025997652076726
pres_2025,sido_47,B,김문수,0.6112852040833706,경상북도,1159594.0,1718371.0,1734043.0,0.674821677041803,0.6687227479364699,-6.353647295843235,6.353647295843235
pres_2025,sido_48,B,김문수,0.4686764202951178,경상남도,1123843.0,2137155.0,2161642.0,0.5258593784727827,0.5199024630350446,-5.718295817766494,5.718295817766494
pres_2025,sido_50,B,김문수,0.2927963600000421,제주특별자치도,145290.0,410928.0,417647.0,0.35356558813222755,0.3478775137855653,-6.076922813218544,6.076922813218544
pres_2025,sido_11,C,이준석,0.0913686423948757,서울특별시,655346.0,6499210.0,6589108.0,0.1008347168348153,0.09945898595075388,-0.9466074439939604,0.9466074439939604
pres_2025,sido_26,C,이준석,0.0643477857269994,부산광역시,168473.0,2209924.0,2230212.0,0.07623474834428695,0.07554124899336924,-1.1886962617287555,1.1886962617287555
pres_2025,sido_27,C,이준석,0.0728986255477683,대구광역시,135376.0,1618419.0,1632312.0,0.08364706543855455,0.08293512514764334,-1.0748439890786248,1.0748439890786248
pres_2025,sido_28,C,이준석,0.078884847867683,인천광역시,176739.0,1997986.0,2020827.0,0.08845857778783235,0.08745874832432464,-0.9573729920149349,0.9573729920149349
pres_2025,sido_29,C,이준석,0.120375317979537,광주광역시,62104.0,986723.0,996424.0,0.06293964972945801,0.06232688092619206,5.7435668250079,5.7435668250079
pres_2025,sido_30,C,이준석,0.1515390643311515,대전광역시,94724.0,958594.0,969608.0,0.09881555695111799,0.09769308834085527,5.27235073800335,5.27235073800335
pres_2025,sido_31,C,이준석,0.0637310783196418,울산광역시,63177.0,732177.0,742375.0,0.0862865126875059,0.0851011954874558,-2.25554343678641,2.25554343678641
pres_2025,sido_36,C,이준석,0.1248967242232824,세종특별자치시,25004.0,249589.0,252785.0,0.10018069706597646,0.09891409695986708,2.4716027157305933,2.4716027157305933
pres_2025,sido_41,C,이준석,0.0846459092048351,경기도,816435.0,9142203.0,9234633.0,0.08930396754480294,0.08841011873455068,-0.4658058339967838,0.4658058339967838
pres_2025,sido_42,C,이준석,0.0614683019384863,강원특별자치도,78704.0,1011225.0,1021784.0,0.0778303542732824,0.0770260642170948,-1.6362052334796102,1.6362052334796102
pres_2025,sido_43,C,이준석,0.0828920766835377,충청북도,86984.0,1046039.0,1057436.0,0.08315559936101809,0.08225935186621224,-0.026352267748039337,0.026352267748039337
pres_2025,sido_44,C,이준석,0.1414756209630903,충청남도,111092.0,1372516.0,1386928.0,0.08094040433772721,0.08009932743444505,6.053521662536308,6.053521662536308
pres_2025,sido_45,C,이준석,0.1027692202143677,전북특별자치도,67961.0,1226229.0,1238009.0,0.05542276361103839,0.05489540059886479,4.73464566033293,4.73464566033293
pres_2025,sido_46,C,이준석,0.1121597962707818,전라남도,60822.0,1283387.0,1294843.0,0.047391784395509694,0.0469724901011165,6.476801187527212,6.476801187527212
pres_2025,sido_47,C,이준석,0.062287982563114,경상북도,116094.0,1718371.0,1734043.0,0.06756049770393006,0.06694989685953578,-0.5272515140816065,0.5272515140816065
pres_2025,sido_48,C,이준석,0.0577775588740152,경상남도,161579.0,2137155.0,2161642.0,0.07560471748656508,0.0747482700650709,-1.7827158612549883,1.7827158612549883
pres_2025,sido_50,C,이준석,0.0723834625483517,제주특별자치도,36909.0,410928.0,417647.0,0.08981865436280809,0.08837367441882739,-1.743519181445638,1.743519181445638
