election_id,region_id,slot,candidate_name,predicted_share,region_name,actual_votes,contest_votes,all_valid_votes,actual_contest_share,actual_raw_share,error_pp,absolute_error_pp
pres_2025,sido_11,A,이재명,0.5603003692096424,서울특별시,3105459.0,6499210.0,6589108.0,0.47782099670575345,0.4713018818328672,8.247937250388897,8.247937250388897
pres_2025,sido_26,A,이재명,0.4836131589637387,부산광역시,895213.0,2209924.0,2230212.0,0.4050876862733741,0.4014026469232521,7.852547269036458,7.852547269036458
pres_2025,sido_27,A,이재명,0.3369987714904341,대구광역시,379130.0,1618419.0,1632312.0,0.2342594841014595,0.23226564529330176,10.273928738897462,10.273928738897462
pres_2025,sido_28,A,이재명,0.5797682040013353,인천광역시,1044295.0,1997986.0,2020827.0,0.5226738325493773,0.516766155638261,5.709437145195806,5.709437145195806
pres_2025,sido_29,A,이재명,0.8527162062319993,광주광역시,844682.0,986723.0,996424.0,0.8560477459226146,0.8477134232013681,-0.33315396906152817,0.33315396906152817
pres_2025,sido_30,A,이재명,0.5296236177847529,대전광역시,470321.0,958594.0,969608.0,0.4906362860606263,0.48506303578353316,3.898733172412655,3.898733172412655
pres_2025,sido_31,A,이재명,0.4952743478979531,울산광역시,315820.0,732177.0,742375.0,0.43134378708973375,0.4254184206095302,6.393056080821935,6.393056080821935
pres_2025,sido_36,A,이재명,0.6147696532056922,세종특별자치시,140620.0,249589.0,252785.0,0.563406239858327,0.5562830072986925,5.136341334736516,5.136341334736516
pres_2025,sido_41,A,이재명,0.5842196604645999,경기도,4821148.0,9142203.0,9234633.0,0.5273507928012537,0.5220725068337854,5.68688676633462,5.68688676633462
pres_2025,sido_42,A,이재명,0.5050295715562936,강원특별자치도,449161.0,1011225.0,1021784.0,0.44417513411950854,0.439585078646759,6.085443743678503,6.085443743678503
pres_2025,sido_43,A,이재명,0.53376939611399,충청북도,501990.0,1046039.0,1057436.0,0.47989606506067173,0.47472376578818953,5.387333105331827,5.387333105331827
pres_2025,sido_44,A,이재명,0.5002740958701517,충청남도,661316.0,1372516.0,1386928.0,0.48182753425096686,0.4768207145576411,1.8446561619184842,1.8446561619184842
pres_2025,sido_45,A,이재명,0.8374587237204046,전북특별자치도,1023272.0,1226229.0,1238009.0,0.83448686990766,0.8265464952193401,0.29718538127446736,0.29718538127446736
pres_2025,sido_46,A,이재명,0.8519032653677245,전라남도,1111941.0,1283387.0,1294843.0,0.8664113007222295,0.8587458093375027,-1.4508035354504956,1.4508035354504956
pres_2025,sido_47,A,이재명,0.3264268133535153,경상북도,442683.0,1718371.0,1734043.0,0.25761782525426696,0.25528951704196495,6.880898809924835,6.880898809924835
pres_2025,sido_48,A,이재명,0.4735460208308669,경상남도,851733.0,2137155.0,2161642.0,0.3985359040406522,0.39402130417525194,7.5010116790214685,7.5010116790214685
pres_2025,sido_50,A,이재명,0.6348201774516061,제주특별자치도,228729.0,410928.0,417647.0,0.5566157575049644,0.5476610630508539,7.820441994664174,7.820441994664174
pres_2025,sido_11,B,김문수,0.3483309883954819,서울특별시,2738405.0,6499210.0,6589108.0,0.4213442864594312,0.4155957073400527,-7.301329806394935,7.301329806394935
pres_2025,sido_26,B,김문수,0.4520390553092619,부산광역시,1146238.0,2209924.0,2230212.0,0.5186775653823389,0.5139592110525816,-6.663851007307697,6.663851007307697
pres_2025,sido_27,B,김문수,0.5901026029617975,대구광역시,1103913.0,1618419.0,1632312.0,0.6820934504599859,0.6762879890609148,-9.199084749818843,9.199084749818843
pres_2025,sido_28,B,김문수,0.3413469481309817,인천광역시,776952.0,1997986.0,2020827.0,0.38886758966279045,0.3844722977276135,-4.752064153180874,4.752064153180874
pres_2025,sido_29,B,김문수,0.0269084757884637,광주광역시,79937.0,986723.0,996424.0,0.08101260434792744,0.08022388059701492,-5.410412855946374,5.410412855946374
pres_2025,sido_30,B,김문수,0.3188373178840957,대전광역시,393549.0,958594.0,969608.0,0.4105481569882557,0.4058846461662858,-9.171083910416,9.171083910416
pres_2025,sido_31,B,김문수,0.4409945737824051,울산광역시,353180.0,732177.0,742375.0,0.4823697002227603,0.4757433911432901,-4.137512644035524,4.137512644035524
pres_2025,sido_36,B,김문수,0.2603336225710253,세종특별자치시,83965.0,249589.0,252785.0,0.33641306307569646,0.33215974049093105,-7.607944050467114,7.607944050467114
pres_2025,sido_41,B,김문수,0.331134430330565,경기도,3504620.0,9142203.0,9234633.0,0.38334523965394335,0.3795083139741449,-5.221080932337835,5.221080932337835
pres_2025,sido_42,B,김문수,0.4335021265052201,강원특별자치도,483360.0,1011225.0,1021784.0,0.47799451160720907,0.47305497052214557,-4.449238510198899,4.449238510198899
