slot,candidate_name,predicted_share,actual_contest_share,actual_raw_share,error_pp,absolute_error_pp,ex_post_actual_volume_reaggregated_prediction
A,이재명,0.5581433175128252,0.49962935694173594,0.4942026464027963,5.851396057108927,5.851396057108927,0.5586592406634389
B,김문수,0.3552417058616646,0.4160508140375874,0.41153188954705655,-6.080910817592283,6.080910817592283,0.3546195896912754
C,이준석,0.0866149766255102,0.08431982902067663,0.08340399151347135,0.22951476048335695,0.22951476048335695,0.08672116964528571
