election_id,region_id,slot,candidate_name,issue_advantage,rif,partisan_prior,landscape_bloc_alignment,landscape_centrist,landscape_inferred_prior,candidate_weight,assigned_slot,preliminary_mean_share,pre_withdrawal_mean_share,post_withdrawal_mean_share,withdrawal_event_applied
pres_2025,sido_11,A,이재명,0.010053890712028642,0.0015080836068042962,-0.0086346955409826,-0.01332712342050827,-0.001498887363794517,-0.0008273691432185988,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_26,A,이재명,0.010053890712028642,0.0015080836068042962,-0.09659994313411605,-0.01332712342050827,-0.001498887363794517,-0.015155550191116432,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_27,A,이재명,0.010053890712028642,0.0015080836068042962,-0.2899624421316611,-0.01332712342050827,-0.001498887363794517,-0.03294041819763712,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_28,A,이재명,0.010053890712028642,0.0015080836068042962,-0.002012725763199663,-0.01332712342050827,-0.001498887363794517,-0.0021955162087425027,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_29,A,이재명,0.010053890712028642,0.0015080836068042962,0.3803464422938059,-0.01332712342050827,-0.001498887363794517,0.048354001454847924,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_30,A,이재명,0.010053890712028642,0.0015080836068042962,-0.011312856641834585,-0.01332712342050827,-0.001498887363794517,0.0058733890592137395,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_31,A,이재명,0.010053890712028642,0.0015080836068042962,-0.10949396582641599,-0.01332712342050827,-0.001498887363794517,-0.011697569141032947,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_36,A,이재명,0.010053890712028642,0.0015080836068042962,0.037355730235524465,-0.01332712342050827,-0.001498887363794517,0.012257082674122902,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_41,A,이재명,0.010053890712028642,0.0015080836068042962,0.005898433715914011,-0.01332712342050827,-0.001498887363794517,-0.0009262162457629572,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_42,A,이재명,0.010053890712028642,0.0015080836068042962,-0.06843421373841012,-0.01332712342050827,-0.001498887363794517,-0.012498825911564253,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_43,A,이재명,0.010053890712028642,0.0015080836068042962,-0.02787039575341783,-0.01332712342050827,-0.001498887363794517,-0.005941401801798874,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_44,A,이재명,0.010053890712028642,0.0015080836068042962,-0.042621542808191235,-0.01332712342050827,-0.001498887363794517,-0.0012707171828226426,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
pres_2025,sido_45,A,이재명,0.010053890712028642,0.0015080836068042962,0.3651404739359397,-0.01332712342050827,-0.001498887363794517,0.03670619695763504,0.4549571856407072,B,0.32329666142522717,0.32329666142522717,0.32329666142522717,False
