viewer_title,speaker_blocks,source_blocks,text_source_mode,issue_rows,pdf_creation_datetime,available_date,availability_basis,model_eligible_at_cutoff,minutes_id,meeting_date,class_id,class_name,committee_code,committee_name,session,title,viewer_url,pdf_url,viewer_sha256,pdf_sha256,part_sha256,semantic_fingerprint
제22대국회 제422회 (임시회) 제1차 여성가족위원회(법안심사소위원회) (2025.02.12.),408,408,official_xml_attributed_speech,307,2025-04-15T13:40:01,2025-04-16,official_pdf_creation_plus_safety_lag,True,52752,2025-02-12,2,standing_committee,AQ,여성가족위원회,422,법안심사소위원회 제1차 (2025. 02. 12.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52752&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52752,d0e1a39840e7e8814d6d15ae71132cfa1388aeff3bc37449d3860c2d3f58ac9b,059d30d16b6bd089155c34fd1af8f6b35364e9d2ec9a8ee2430da5d0b6178e25,15e9fcc0718a2513ace9aff2c453b8e5643112b6d975836a81f7c0a428776be0,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제4차 국회본회의 (2025.02.12.),826,826,official_xml_attributed_speech,414,2025-04-11T09:45:04,2025-04-12,official_pdf_creation_plus_safety_lag,True,52759,2025-02-12,1,plenary,,plenary,422,제4차 (2025. 02. 12.) (보존부록),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52759&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52759,8792ee71247bc1d5aca02e8af4220eebdcf8c6b17e80b445e9a39e714081403f,e2521e794dd838b55fbc5f5d5078aacd916c361c1ec25674c18d9328ee277045,282bd2a44be84db028fb20c883abfd1fb1257f851257b23d20f164ed8ca6a851,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제8차 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회 (2025.02.13.),68,68,official_xml_attributed_speech,51,2025-12-04T21:44:41,2025-12-05,official_pdf_creation_plus_safety_lag,False,52058,2025-02-13,6,investigation,AA,윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회,422,윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회 제8차 (2025. 02. 13.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52058&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52058,a732bd1af1fe0c7876def4812754d1f10c5753a4379372c30b6dd857947eafb2,b43b99c6bae514907b0878787d22b48be784cae6130d3d780ceb64934715ce47,0bb59059fc79ced1241caba307814b1afc5855214496d0b15a1e484d7d07edec,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 농림축산식품해양수산위원회(농림축산식품법안심사소위원회) (2025.02.13.),345,345,official_xml_attributed_speech,121,2026-04-23T08:44:09,2026-04-24,official_pdf_creation_plus_safety_lag,False,52735,2025-02-13,2,standing_committee,AK,농림축산식품해양수산위원회,422,농림축산식품법안심사소위원회 제1차 (2025. 02. 13.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52735&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52735,46def369601d4fefcbad950f57a156442151c470681d73543020b6e895ee3163,8174f8291fc420441c1b5458e900421275eefe317796e11cfa942c0f5b7bcb39,4bbaabbacc24bcafac8b67a42f19176b8c1e6dbb8d0418747e64e8661ac75e03,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 여성가족위원회 (2025.02.13.),418,418,official_xml_attributed_speech,313,2026-04-13T16:34:09,2026-04-14,official_pdf_creation_plus_safety_lag,False,52751,2025-02-13,2,standing_committee,AQ,여성가족위원회,422,여성가족위원회 제1차 (2025. 02. 13.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52751&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52751,01e844e65b0bd152ec218121143f1a14a14084153ec9e6d8cb4d9a684c2968fe,82076acc58f95c2109503b7462cb57e1c75255b0d9d4f730f3ad478232cd1b39,a8ff4892eacf4b00fb5f68a0e85353f80ef97e4d382fe2857ecaf25d48ac91dc,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제5차 국회본회의 (2025.02.13.),1121,1121,official_xml_attributed_speech,336,2025-04-15T11:00:00,2025-04-16,official_pdf_creation_plus_safety_lag,True,52760,2025-02-13,1,plenary,,plenary,422,제5차 (2025. 02. 13.) (보존부록),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52760&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52760,655ee655bb3ae236d062a0defe6d539fa3ed26f6c3994f91adb97cc126c84d21,ffd213e7bffb47a01c581ce0db16f8a90bd4f25ce975f2352f90d7ebfffd96b7,63efd2d07e002d7836b0e098d036e1525e42c835424671036276362488667aad,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 국회운영위원회 (2025.02.14.),30,30,official_xml_attributed_speech,5,2025-06-10T13:37:46,2025-06-11,official_pdf_creation_plus_safety_lag,False,52696,2025-02-14,2,standing_committee,AA,국회운영위원회,422,국회운영위원회 제1차 (2025. 02. 14.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52696&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52696,d45c55e4b038762436630d2fa744a1bb92564fe61f4eeeba95a95963ddb044d3,c5cfc6aefd58285e202ef1d1cc166c2dcb527985518473abcaea132f46b8244c,73218bd83a8eb4b17a115dea4432ba53727442229217bbe5421d7b4427139009,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 보건복지위원회 (2025.02.14.),406,406,official_xml_attributed_speech,847,2025-09-18T14:52:58,2025-09-19,official_pdf_creation_plus_safety_lag,False,52740,2025-02-14,2,standing_committee,AM,보건복지위원회,422,보건복지위원회 제1차 (2025. 02. 14.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52740&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52740,43d2e368f9a632e62dc4c2454b880106c3e0d44b5c6ebff0e035257ab13a2586,f16d988d68e79acda23d9bdeb4da2abe30bbaec5851605260fb58d26d6b79256,e34b911b721b55c9a98ba7b5954e15590cc6a34e794ef0f4bb4c5da63ac6f31a,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제6차 국회본회의 (2025.02.14.),1326,1326,official_xml_attributed_speech,475,2025-05-09T16:19:32,2025-05-10,official_pdf_creation_plus_safety_lag,True,52761,2025-02-14,1,plenary,,plenary,422,제6차 (2025. 02. 14.) (보존부록),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52761&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52761,ac8f963e1fbb9d49ba56213f996bddc06b0d4e80a1bbd0701ce7af075c61da3b,a8cfe938f66e63a466081a454d3551facdb8107d8b2afce88a2a8f14d1024b2a,927303531fba60012553176c9694ee1e13adf25749b98f2400c6a3da5a4ab4f3,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 법제사법위원회(법안심사제1소위원회) (2025.02.17.),652,652,official_xml_attributed_speech,79,2025-06-04T09:43:59,2025-06-05,official_pdf_creation_plus_safety_lag,False,52700,2025-02-17,2,standing_committee,AB,법제사법위원회,422,법안심사제1소위원회 제1차 (2025. 02. 17.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52700&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52700,990e5f60aa22d8fd8e22bd268714740c1a40fcc657ed228234fc83cf49023638,83b616c4bf8f075920a252b53d6ba3acb99c02e3a1694919866c7c56d380b08c,4f51aefc7bfea2b593336049a362b9a42df1083cab30ca41e2ce14de47530800,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 국방위원회 (2025.02.17.),398,398,official_xml_attributed_speech,79,2025-09-18T16:57:07,2025-09-19,official_pdf_creation_plus_safety_lag,False,52721,2025-02-17,2,standing_committee,AH,국방위원회,422,국방위원회 제2차 (2025. 02. 17.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52721&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52721,a66fc3289c133391480b671d85858a9e5840a88202ce38edba1701a1e3a644b8,f35d751a9faf9b2e2a28b93c4a4b8aee6d91510737e835c86598d4d5619044d1,549ff9d6d4ef6e012c6da7198099f657e931e5c2ff28f0466f021cde4aa2362f,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 산업통상자원중소벤처기업위원회(산업통상자원특허소위원회) (2025.02.17.),1618,1618,official_xml_attributed_speech,245,2025-04-29T15:09:37,2025-04-30,official_pdf_creation_plus_safety_lag,True,52739,2025-02-17,2,standing_committee,AL,산업통상자원중소벤처기업위원회,422,산업통상자원특허소위원회 제1차 (2025. 02. 17.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52739&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52739,3fb1c63174805794732e5f20975980fbd98295a3bfa4f480b8ef4cd355fc076e,abf5ff3dfcfa32c28f32a0bc14c5ed070913d1f54a2879713ad2be956751528c,63aa0f29337f1fea57e7f4162507d9b59bc6cd8bc0e86724ab17345e934578b5,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 정무위원회 (2025.02.18.),963,963,official_xml_attributed_speech,294,2025-05-12T15:15:08,2025-05-13,official_pdf_creation_plus_safety_lag,True,52702,2025-02-18,2,standing_committee,AC,정무위원회,422,정무위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52702&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52702,e994807262b924e3669b2df57f971472dfa9251ddbbfc7f90e33c0d61910d960,f81cc83e362a4e616fb4d61484ceee9e5fafd5c2da9012c76d2e6f94d2370ee5,c1277128be23e0ae4ce00b2f4c835edaf17e8caed63ab9700eda2a2581a2fab0,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 기획재정위원회 (2025.02.18.),1129,1129,official_xml_attributed_speech,558,2026-04-21T23:24:08,2026-04-22,official_pdf_creation_plus_safety_lag,False,52708,2025-02-18,2,standing_committee,AD,기획재정위원회,422,기획재정위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52708&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52708,45f857726a5541ad8205ad8f3bcc8bd9e9cf6567c461950b8ea2aa1ffa0fe597,58b9674d6cd80bfc04623bfedcc362376244e95ea7c7f508fb42ec9ea92280f2,7a5e6524d85cb20551d524ce366162808f18f5557da0fde05e4b058fae3711a5,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 기획재정위원회(경제재정소위원회) (2025.02.18.),45,45,official_xml_attributed_speech,4,2025-06-12T14:46:22,2025-06-13,official_pdf_creation_plus_safety_lag,False,52711,2025-02-18,2,standing_committee,AD,기획재정위원회,422,경제재정소위원회 제2차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52711&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52711,41b13578b3f5f0e2363b69ada24f9d4bed0b6ee4c436cca5a5f86f7dc4d9f5ef,6b21cc8e60dd31da12451823a9cfe67137443b5a1fa8587d94537fe18f2bf277,86fa734279d441a6cbdb6347f95c4aa6612b565302f6e01d689b6c34e97e041a,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 교육위원회 (2025.02.18.),872,872,official_xml_attributed_speech,669,2026-04-02T16:09:52,2026-04-03,official_pdf_creation_plus_safety_lag,False,52712,2025-02-18,2,standing_committee,AE,교육위원회,422,교육위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52712&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52712,0271e34208d5358bbd440e14dd799efbd26d98250bb3e591d5df136c138ad5c3,9c555b077dc88c07a0326b8cc3fce7c22189bca32da65408b88caef2faee154e,9cf153f86d214ded22949441ddd05b7d2b753aac31072a7d56a0c627ec3ea6d6,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 국방위원회(법률안심사소위원회) (2025.02.18.),667,667,official_xml_attributed_speech,200,2025-05-08T18:05:53,2025-05-09,official_pdf_creation_plus_safety_lag,True,52723,2025-02-18,2,standing_committee,AH,국방위원회,422,법률안심사소위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52723&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52723,d8f9f6bf0d09d25bb38eb9133634be06e30cd54d49c91c609ba475c919f6ee3f,dab6c7259a5625a8cf4c97dddb6e6f631d1244413ab38a30887e9add9c243012,09a9aedc4ec19f135540bad2a5911ad94a7a01ba6482b938c7dcdc553eda7807,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 농림축산식품해양수산위원회 (2025.02.18.),1456,1456,official_xml_attributed_speech,279,2025-09-18T14:51:12,2025-09-19,official_pdf_creation_plus_safety_lag,False,52733,2025-02-18,2,standing_committee,AK,농림축산식품해양수산위원회,422,농림축산식품해양수산위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52733&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52733,bd000b2c39044e02803a6cd243b9b482166ce78893e5a3a39c54c54f21d33163,9ecdf6ab5f3be68ef51c54e47492147e5dc2faa1e143a2ceae58220d6f3f93dc,1e4468229d2c6f2e749a10e995b4fa78593e22e488d154b51da5824a8f575b19,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 보건복지위원회 (2025.02.18.),779,779,official_xml_attributed_speech,569,2025-09-18T14:53:56,2025-09-19,official_pdf_creation_plus_safety_lag,False,52741,2025-02-18,2,standing_committee,AM,보건복지위원회,422,보건복지위원회 제2차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52741&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52741,a258c9140432950204819c13c67e819ec74a8b48bf179b6cf9f299d3512b6752,95f0c2372932763c986fb5e7aa101b98a48def5a87c232df2f70e54e3a65e625,9d76d57d7959f89c6f5a08bd8de434e7c5dd607c460959a8a5574e317ba64443,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 환경노동위원회(환경법안심사소위원회) (2025.02.18.),586,586,official_xml_attributed_speech,134,2025-06-11T10:37:12,2025-06-12,official_pdf_creation_plus_safety_lag,False,52749,2025-02-18,2,standing_committee,AN,환경노동위원회,422,환경법안심사소위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52749&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52749,3c77b91512af3963a9c55f55e4477fd9f72a90e7ec5c6c76dac62ea16984c73d,83d37f90098443b5a30e47779464cbd96d56f8961344f65339e7468f4fffec3a,197c1a28f5e7d93304a525409d0e34957462a3f8eccab6fec3ca2445a106a509,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 국토교통위원회 (2025.02.18.),753,753,official_xml_attributed_speech,189,2025-09-26T15:29:51,2025-09-27,official_pdf_creation_plus_safety_lag,False,52750,2025-02-18,2,standing_committee,AO,국토교통위원회,422,국토교통위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52750&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52750,ad8c137cd362a4c5ab2de4b7a63d7d2cf6fecdee31318aa7da86820d9f5237b7,de0e704031c85f656a93f123abccd6268caa9faf4f9ccd6528f80b08e95a1a0e,b532f2f30e93af53db132e59a8a44429907793b5a9cced6eb306781dd19aae99,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 행정안전위원회 (2025.02.18.),2187,2187,official_xml_attributed_speech,443,2025-09-18T14:55:13,2025-09-19,official_pdf_creation_plus_safety_lag,False,54447,2025-02-18,2,standing_committee,AI,행정안전위원회,422,행정안전위원회 제1차 (2025. 02. 18.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=54447&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=54447,475ec5d6611b292cc33a2a215fe245d1fd062d8301f9b7f7b557782b73767c47,1b3881172320a3fd616fc741edae5fe398fd2c816c42e50e034de8714d27fcf6,349ba0dc446f1e546cc01bb084afbf6ba359c550eea0f969c556fe6e714153cf,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 국회운영위원회 (2025.02.19.),81,81,official_xml_attributed_speech,36,2025-06-10T13:42:58,2025-06-11,official_pdf_creation_plus_safety_lag,False,52697,2025-02-19,2,standing_committee,AA,국회운영위원회,422,국회운영위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52697&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52697,2b4ec0ce957dfa046066d2a9fcc4a33995f21acea5a67688f360a58609173f71,4f000db5a95f3c48f9c299fbbb3da4e0ed0edff23400c6c3d7ace3c8c1501441,b2fbac48986c0ae3d8155cab399938ec6d429edb2c91f73f499dffbaaf46f129,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 정무위원회 (2025.02.19.),1254,1254,official_xml_attributed_speech,271,2025-04-21T15:27:01,2025-04-22,official_pdf_creation_plus_safety_lag,True,52703,2025-02-19,2,standing_committee,AC,정무위원회,422,정무위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52703&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52703,60cd322829ad7ee91c6e496fc826bb9816ede7286873fe249e22894144e94b48,cd2ad077753414b1e328ce253604389b500dade32c9a3ad7bccc28e53c1a7c40,d61679347f5c6ecf511f765b20f8216ad5044e3b92b73a49ed06fb794c0b2ef9,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 국방위원회(법률안심사소위원회) (2025.02.19.),1023,1023,official_xml_attributed_speech,365,2025-05-20T11:00:21,2025-05-21,official_pdf_creation_plus_safety_lag,True,52724,2025-02-19,2,standing_committee,AH,국방위원회,422,법률안심사소위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52724&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52724,c0475430ede353ce22738fe60d0f928d4416960db82dbc5c671b38427ff281ea,25bc48fc07577fa1040f1e5ad0094e16acc5d6842ed3e30261ee73409939de19,fb3cd567e3c4bfac6e3be652ad705731be0d75a9a65cfdd0cb71824f146cd134,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 행정안전위원회(법안심사제1소위원회) (2025.02.19.),715,715,official_xml_attributed_speech,343,2025-06-23T10:40:28,2025-06-24,official_pdf_creation_plus_safety_lag,False,52728,2025-02-19,2,standing_committee,AI,행정안전위원회,422,법안심사제1소위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52728&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52728,e74ef1f28c2a975e264c11b85624064645ba8a281e741953f845314ed90dc7bc,a9f47fef81412a8c2423955e30db69335c843f497f658326f0eeca008fdf47cb,bc261c349cc7fc525302bb1da6f30c7fb634658ac5500ee06c5f31d0360bc7c3,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 문화체육관광위원회 (2025.02.19.),56,56,official_xml_attributed_speech,8,2026-05-22T14:53:30,2026-05-23,official_pdf_creation_plus_safety_lag,False,52730,2025-02-19,2,standing_committee,AJ,문화체육관광위원회,422,문화체육관광위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52730&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52730,18411412156ea291103c41ad30606a0bd0b7e7c03dc683fabf2778ac889cb443,3afceb67720ccd494541b5e361a8626e77c9ded825cf2b1d72db382a6d9ecb58,34ca5d7dd6e6e4f59f7cfd9122419ce0df2477a59a696c10dfa5da74c5e8cbae,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 농림축산식품해양수산위원회 (2025.02.19.),1263,1263,official_xml_attributed_speech,293,2025-09-18T14:52:09,2025-09-19,official_pdf_creation_plus_safety_lag,False,52734,2025-02-19,2,standing_committee,AK,농림축산식품해양수산위원회,422,농림축산식품해양수산위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52734&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52734,5d554ca9919b7b436bbaba7c696703258ff2f1e3b69870323a052c9cee4e4a52,d93da46cc1c0e954d7a289eacd4bc5c3b4bfe93b93bf3f884a8a7224f4989d33,25021a26ffa05222ec01c1b5d2431f7368e3c8f99f2592288f6277c4cb312d8e,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 산업통상자원중소벤처기업위원회 (2025.02.19.),1371,1371,official_xml_attributed_speech,498,2025-09-26T15:33:41,2025-09-27,official_pdf_creation_plus_safety_lag,False,52738,2025-02-19,2,standing_committee,AL,산업통상자원중소벤처기업위원회,422,산업통상자원중소벤처기업위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52738&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52738,af509a70e4c248f849e902dbbabdaf77186d110340d270eaeff1c0c88936a7df,f79b523905f43d3c9496489b9ca0eb7bfa34e6b15aac43b7bf03524506bbbaa4,7c7de99f313fa935eb1017c0c93bc39fe1ee5e9d81e4ccafe934765cfe62b7d1,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 보건복지위원회(법안심사제1소위원회) (2025.02.19.),540,540,official_xml_attributed_speech,293,2025-05-21T10:22:55,2025-05-22,official_pdf_creation_plus_safety_lag,True,52744,2025-02-19,2,standing_committee,AM,보건복지위원회,422,법안심사제1소위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52744&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52744,20b3bce0b56e2e3fc47ef5477a75809a8f40f201493f6d469ff7c3c54a3f350b,cc9d6c062c7248197a1b55a027bd278b90f5e56ee3622b5e3ed66b73b3eb71f2,076179374f8021b7b499b5d61f56caa9716ce4862aba09e39f0270df0a110221,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 환경노동위원회(고용노동법안심사소위원회) (2025.02.19.),419,419,official_xml_attributed_speech,350,2025-06-23T10:42:14,2025-06-24,official_pdf_creation_plus_safety_lag,False,52748,2025-02-19,2,standing_committee,AN,환경노동위원회,422,고용노동법안심사소위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52748&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52748,dca4aa8013c7a56590154765c109efff1debf6310957f96115f0726748a7171c,099165da20fe2a4ec4418848b1f39078446c74989e82a0909c5fc34f87c2de37,f1d4a8968228132a594576f79b51eb8d29e691790a8000fa46264faa937df78c,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 여성가족위원회(법안심사소위원회) (2025.02.19.),691,691,official_xml_attributed_speech,391,2025-04-17T15:26:32,2025-04-18,official_pdf_creation_plus_safety_lag,True,52753,2025-02-19,2,standing_committee,AQ,여성가족위원회,422,법안심사소위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52753&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52753,3f4ba417b7b65feef539865d3720bc42eeb96935afa67aec9cf0a5b2cd3aa3ab,8684eda603652652fb8698e95043fde7f8b09f7ac4d74d2b19cd2eece630b0fb,392a321fd9bd555769d1c274e25bea692db464927acdd5fdef29dd4f2d601721,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제1차 정무위원회(법안심사제1소위원회) (2025.02.20.),640,640,official_xml_attributed_speech,137,2026-04-23T09:03:47,2026-04-24,official_pdf_creation_plus_safety_lag,False,52705,2025-02-20,2,standing_committee,AC,정무위원회,422,법안심사제1소위원회 제1차 (2025. 02. 20.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52705&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52705,350568ba24eea99727a124aad825eef062ae227f99fad9d49a7c1ddf129d18e9,2525c21c63418fd5c2e8bf150ed8cbd35cf2af5367f8076a70cb095028f8057d,ba5ec7cd64ffb88b13642f4a4043e44393a947abeb95b20facc230ae62fa43e1,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
제22대국회 제422회 (임시회) 제2차 교육위원회(법안심사소위원회) (2025.02.20.),331,331,official_xml_attributed_speech,335,2025-05-21T10:04:57,2025-05-22,official_pdf_creation_plus_safety_lag,True,52715,2025-02-20,2,standing_committee,AE,교육위원회,422,법안심사소위원회 제2차 (2025. 02. 20.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52715&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52715,ff35bab41d8b8666c16b5c7915e2d130ae807415027725661afa54fed2046bb8,7b33274b4bba3e88d7d7e0ae092774e0f62cd9154b60d3fb50d5053ae9a46487,e3de1dadeca0c386e4eb25bca13e65c0d7119883301bd9665ab3775024416ce4,08c6ed8041c78922005c4dc5c74cb3a41eea46221908a008180ea5c445265ecb
