minutes_id,class_id,class_name,committee_code,committee_name,session,meeting_date,title,viewer_url,pdf_url
52703,2,standing_committee,AC,정무위원회,422,2025-02-19,정무위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52703&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52703
52724,2,standing_committee,AH,국방위원회,422,2025-02-19,법률안심사소위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52724&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52724
52728,2,standing_committee,AI,행정안전위원회,422,2025-02-19,법안심사제1소위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52728&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52728
52730,2,standing_committee,AJ,문화체육관광위원회,422,2025-02-19,문화체육관광위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52730&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52730
52734,2,standing_committee,AK,농림축산식품해양수산위원회,422,2025-02-19,농림축산식품해양수산위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52734&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52734
52738,2,standing_committee,AL,산업통상자원중소벤처기업위원회,422,2025-02-19,산업통상자원중소벤처기업위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52738&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52738
52744,2,standing_committee,AM,보건복지위원회,422,2025-02-19,법안심사제1소위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52744&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52744
52748,2,standing_committee,AN,환경노동위원회,422,2025-02-19,고용노동법안심사소위원회 제1차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52748&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52748
52753,2,standing_committee,AQ,여성가족위원회,422,2025-02-19,법안심사소위원회 제2차 (2025. 02. 19.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52753&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52753
52705,2,standing_committee,AC,정무위원회,422,2025-02-20,법안심사제1소위원회 제1차 (2025. 02. 20.),https://record.assembly.go.kr/assembly/viewer/minutes/xml.do?id=52705&type=view,https://record.assembly.go.kr/assembly/viewer/minutes/download/pdf.do?id=52705
