election_id,election_type,region_id,bloc,vote_share,data_quality_weight
assembly_2004_district,assembly_district,sido_11,진보정당계,0.0351243127602505,0.65
assembly_2004_district,assembly_district,sido_26,국민의힘,0.5493610233405247,0.65
assembly_2004_district,assembly_district,sido_26,녹색사민당,0.0015352552545211,0.65
assembly_2004_district,assembly_district,sido_26,더불어민주당,0.4154540065150561,0.65
assembly_2004_district,assembly_district,sido_26,사회당,0.0004443194944414,0.65
assembly_2004_district,assembly_district,sido_26,자민련,0.0030943460802708,0.65
assembly_2004_district,assembly_district,sido_26,진보정당계,0.0301110493151857,0.65
assembly_2004_district,assembly_district,sido_27,국민의힘,0.6627059570620191,0.65
assembly_2004_district,assembly_district,sido_27,기독당,0.0005316279618749,0.65
assembly_2004_district,assembly_district,sido_27,녹색사민당,0.000787199569235,0.65
assembly_2004_district,assembly_district,sido_27,더불어민주당,0.3034893328117852,0.65
assembly_2004_district,assembly_district,sido_27,자민련,0.0052265369169284,0.65
assembly_2004_district,assembly_district,sido_27,진보정당계,0.0272593456781573,0.65
assembly_2004_district,assembly_district,sido_28,국민의힘,0.4000834408913128,0.65
assembly_2004_district,assembly_district,sido_28,녹색사민당,0.0046302855261319,0.65
assembly_2004_district,assembly_district,sido_28,더불어민주당,0.5119909641526597,0.65
assembly_2004_district,assembly_district,sido_28,자민련,0.0070084486345103,0.65
assembly_2004_district,assembly_district,sido_28,진보정당계,0.0762868607953851,0.65
assembly_2004_district,assembly_district,sido_29,구국총연합,0.0003993560824935,0.65
assembly_2004_district,assembly_district,sido_29,국민의힘,0.0012722848645811,0.65
assembly_2004_district,assembly_district,sido_29,더불어민주당,0.9360058383738786,0.65
assembly_2004_district,assembly_district,sido_29,민주국민당,0.000885298218271,0.65
assembly_2004_district,assembly_district,sido_29,자민련,0.0037885815967528,0.65
assembly_2004_district,assembly_district,sido_29,진보정당계,0.0576486408640227,0.65
assembly_2004_district,assembly_district,sido_30,국민의힘,0.2346108808907774,0.65
assembly_2004_district,assembly_district,sido_30,녹색사민당,0.0007783083363133,0.65
assembly_2004_district,assembly_district,sido_30,더불어민주당,0.5140165618404539,0.65
assembly_2004_district,assembly_district,sido_30,사회당,0.0033148222161453,0.65
assembly_2004_district,assembly_district,sido_30,자민련,0.2316484009620171,0.65
assembly_2004_district,assembly_district,sido_30,진보정당계,0.0156310257542929,0.65
assembly_2004_district,assembly_district,sido_31,국민의힘,0.3649772576766233,0.65
assembly_2004_district,assembly_district,sido_31,국민통합21,0.1341012861175978,0.65
assembly_2004_district,assembly_district,sido_31,기독당,0.001352776131888,0.65
assembly_2004_district,assembly_district,sido_31,녹색사민당,0.0157388205360566,0.65
assembly_2004_district,assembly_district,sido_31,더불어민주당,0.2877927747377226,0.65
assembly_2004_district,assembly_district,sido_31,사회당,0.0065721829145028,0.65
assembly_2004_district,assembly_district,sido_31,자민련,0.0081210135582586,0.65
assembly_2004_district,assembly_district,sido_31,진보정당계,0.18134388832735,0.65
assembly_2004_district,assembly_district,sido_41,가자희망2080,0.0002947168072549,0.65
assembly_2004_district,assembly_district,sido_41,공화당,0.0001415957844912,0.65
assembly_2004_district,assembly_district,sido_41,국민의힘,0.4141648471294747,0.65
assembly_2004_district,assembly_district,sido_41,기독당,0.0006056630316692,0.65
assembly_2004_district,assembly_district,sido_41,녹색사민당,0.0018720279879827,0.65
assembly_2004_district,assembly_district,sido_41,더불어민주당,0.5334567082649365,0.65
assembly_2004_district,assembly_district,sido_41,민주국민당,0.0002455581378884,0.65
assembly_2004_district,assembly_district,sido_41,사회당,0.0002307399743951,0.65
assembly_2004_district,assembly_district,sido_41,자민련,0.0070875511197239,0.65
assembly_2004_district,assembly_district,sido_41,진보정당계,0.041900591762183,0.65
assembly_2004_district,assembly_district,sido_42,국민의힘,0.4652927268235875,0.65
assembly_2004_district,assembly_district,sido_42,녹색사민당,0.001958570067403,0.65
assembly_2004_district,assembly_district,sido_42,더불어민주당,0.484339459813222,0.65
assembly_2004_district,assembly_district,sido_42,사회당,0.0014147901715392,0.65
assembly_2004_district,assembly_district,sido_42,자민련,0.0025729290647948,0.65
assembly_2004_district,assembly_district,sido_42,진보정당계,0.0444215240594532,0.65
assembly_2004_district,assembly_district,sido_43,국민의힘,0.3356829514586137,0.65
assembly_2004_district,assembly_district,sido_43,녹색사민당,0.0040293287691767,0.65
assembly_2004_district,assembly_district,sido_43,더불어민주당,0.5307940545161922,0.65
assembly_2004_district,assembly_district,sido_43,자민련,0.0951274114610188,0.65
assembly_2004_district,assembly_district,sido_43,진보정당계,0.0343662537949984,0.65
assembly_2004_district,assembly_district,sido_44,국민의힘,0.1668307126646221,0.65
assembly_2004_district,assembly_district,sido_44,기독당,0.0012662724139707,0.65
