election_id,region_id,slot,candidate_name,predicted_share,region_name,actual_votes,contest_votes,all_valid_votes,actual_contest_share,actual_raw_share,error_pp,absolute_error_pp
pres_2025,sido_11,A,이재명,0.5654728725696636,서울특별시,3105459.0,6499210.0,6589108.0,0.47782099670575345,0.4713018818328672,8.765187586391015,8.765187586391015
pres_2025,sido_26,A,이재명,0.4839207452494622,부산광역시,895213.0,2209924.0,2230212.0,0.4050876862733741,0.4014026469232521,7.883305897608811,7.883305897608811
pres_2025,sido_27,A,이재명,0.3325071105060296,대구광역시,379130.0,1618419.0,1632312.0,0.2342594841014595,0.23226564529330176,9.82476264045701,9.82476264045701
pres_2025,sido_28,A,이재명,0.5870183211307203,인천광역시,1044295.0,1997986.0,2020827.0,0.5226738325493773,0.516766155638261,6.434448858134301,6.434448858134301
pres_2025,sido_29,A,이재명,0.8599097958201772,광주광역시,844682.0,986723.0,996424.0,0.8560477459226146,0.8477134232013681,0.38620498975626694,0.38620498975626694
pres_2025,sido_30,A,이재명,0.5310790545243862,대전광역시,470321.0,958594.0,969608.0,0.4906362860606263,0.48506303578353316,4.044276846375988,4.044276846375988
pres_2025,sido_31,A,이재명,0.4948310470746109,울산광역시,315820.0,732177.0,742375.0,0.43134378708973375,0.4254184206095302,6.348725998487714,6.348725998487714
pres_2025,sido_36,A,이재명,0.6287905163339541,세종특별자치시,140620.0,249589.0,252785.0,0.563406239858327,0.5562830072986925,6.538427647562706,6.538427647562706
pres_2025,sido_41,A,이재명,0.5919651827327977,경기도,4821148.0,9142203.0,9234633.0,0.5273507928012537,0.5220725068337854,6.461438993154401,6.461438993154401
pres_2025,sido_42,A,이재명,0.5072344990467025,강원특별자치도,449161.0,1011225.0,1021784.0,0.44417513411950854,0.439585078646759,6.305936492719394,6.305936492719394
pres_2025,sido_43,A,이재명,0.5372159685188932,충청북도,501990.0,1046039.0,1057436.0,0.47989606506067173,0.47472376578818953,5.731990345822147,5.731990345822147
pres_2025,sido_44,A,이재명,0.4974189314690761,충청남도,661316.0,1372516.0,1386928.0,0.48182753425096686,0.4768207145576411,1.559139721810926,1.559139721810926
pres_2025,sido_45,A,이재명,0.8492878886796897,전북특별자치도,1023272.0,1226229.0,1238009.0,0.83448686990766,0.8265464952193401,1.4801018772029773,1.4801018772029773
pres_2025,sido_46,A,이재명,0.8603855804593528,전라남도,1111941.0,1283387.0,1294843.0,0.8664113007222295,0.8587458093375027,-0.6025720262876733,0.6025720262876733
pres_2025,sido_47,A,이재명,0.3216781795806349,경상북도,442683.0,1718371.0,1734043.0,0.25761782525426696,0.25528951704196495,6.406035432636791,6.406035432636791
pres_2025,sido_48,A,이재명,0.4722008795420003,경상남도,851733.0,2137155.0,2161642.0,0.3985359040406522,0.39402130417525194,7.36649755013481,7.36649755013481
pres_2025,sido_50,A,이재명,0.647672905028839,제주특별자치도,228729.0,410928.0,417647.0,0.5566157575049644,0.5476610630508539,9.105714752387462,9.105714752387462
pres_2025,sido_11,B,김문수,0.3425330945793038,서울특별시,2738405.0,6499210.0,6589108.0,0.4213442864594312,0.4155957073400527,-7.881119188012741,7.881119188012741
pres_2025,sido_26,B,김문수,0.4532833508817382,부산광역시,1146238.0,2209924.0,2230212.0,0.5186775653823389,0.5139592110525816,-6.539421450060068,6.539421450060068
pres_2025,sido_27,B,김문수,0.5960849068198804,대구광역시,1103913.0,1618419.0,1632312.0,0.6820934504599859,0.6762879890609148,-8.600854364010557,8.600854364010557
pres_2025,sido_28,B,김문수,0.3345743982379727,인천광역시,776952.0,1997986.0,2020827.0,0.38886758966279045,0.3844722977276135,-5.429319142481775,5.429319142481775
pres_2025,sido_29,B,김문수,0.0199060740741156,광주광역시,79937.0,986723.0,996424.0,0.08101260434792744,0.08022388059701492,-6.110653027381184,6.110653027381184
pres_2025,sido_30,B,김문수,0.3098859010489123,대전광역시,393549.0,958594.0,969608.0,0.4105481569882557,0.4058846461662858,-10.066225593934341,10.066225593934341
pres_2025,sido_31,B,김문수,0.4430135447503948,울산광역시,353180.0,732177.0,742375.0,0.4823697002227603,0.4757433911432901,-3.935615547236554,3.935615547236554
pres_2025,sido_36,B,김문수,0.2424391966254846,세종특별자치시,83965.0,249589.0,252785.0,0.33641306307569646,0.33215974049093105,-9.397386645021186,9.397386645021186
pres_2025,sido_41,B,김문수,0.3233978381407179,경기도,3504620.0,9142203.0,9234633.0,0.38334523965394335,0.3795083139741449,-5.994740151322548,5.994740151322548
pres_2025,sido_42,B,김문수,0.432996453486128,강원특별자치도,483360.0,1011225.0,1021784.0,0.47799451160720907,0.47305497052214557,-4.49980581210811,4.49980581210811
pres_2025,sido_43,B,김문수,0.3800091267299995,충청북도,457065.0,1046039.0,1057436.0,0.4369483355783102,0.4322389250980674,-5.693920884831072,5.693920884831072
pres_2025,sido_44,B,김문수,0.3548630515769141,충청남도,600108.0,1372516.0,1386928.0,0.43723206141130594,0.43268864713957755,-8.236900983439183,8.236900983439183
pres_2025,sido_45,B,김문수,0.0487777760890458,전북특별자치도,134996.0,1226229.0,1238009.0,0.11009036648130162,0.10904282602145865,-6.131259039225582,6.131259039225582
pres_2025,sido_46,B,김문수,0.0280634689294044,전라남도,110624.0,1283387.0,1294843.0,0.08619691488226076,0.08543429589533248,-5.813344595285637,5.813344595285637
pres_2025,sido_47,B,김문수,0.6182239217513543,경상북도,1159594.0,1718371.0,1734043.0,0.674821677041803,0.6687227479364699,-5.659775529044864,5.659775529044864
pres_2025,sido_48,B,김문수,0.4719730459841375,경상남도,1123843.0,2137155.0,2161642.0,0.5258593784727827,0.5199024630350446,-5.388633248864528,5.388633248864528
pres_2025,sido_50,B,김문수,0.281028841300405,제주특별자치도,145290.0,410928.0,417647.0,0.35356558813222755,0.3478775137855653,-7.253674683182254,7.253674683182254
pres_2025,sido_11,C,이준석,0.0919940328510326,서울특별시,655346.0,6499210.0,6589108.0,0.1008347168348153,0.09945898595075388,-0.884068398378271,0.884068398378271
pres_2025,sido_26,C,이준석,0.0627959038687996,부산광역시,168473.0,2209924.0,2230212.0,0.07623474834428695,0.07554124899336924,-1.343884447548735,1.343884447548735
pres_2025,sido_27,C,이준석,0.07140798267409,대구광역시,135376.0,1618419.0,1632312.0,0.08364706543855455,0.08293512514764334,-1.2239082764464546,1.2239082764464546
pres_2025,sido_28,C,이준석,0.078407280631307,인천광역시,176739.0,1997986.0,2020827.0,0.08845857778783235,0.08745874832432464,-1.005129715652535,1.005129715652535
pres_2025,sido_29,C,이준석,0.1201841301057071,광주광역시,62104.0,986723.0,996424.0,0.06293964972945801,0.06232688092619206,5.724448037624909,5.724448037624909
pres_2025,sido_30,C,이준석,0.1590350444267015,대전광역시,94724.0,958594.0,969608.0,0.09881555695111799,0.09769308834085527,6.02194874755835,6.02194874755835
pres_2025,sido_31,C,이준석,0.0621554081749942,울산광역시,63177.0,732177.0,742375.0,0.0862865126875059,0.0851011954874558,-2.4131104512511694,2.4131104512511694
pres_2025,sido_36,C,이준석,0.1287702870405612,세종특별자치시,25004.0,249589.0,252785.0,0.10018069706597646,0.09891409695986708,2.8589589974584744,2.8589589974584744
pres_2025,sido_41,C,이준석,0.0846369791264843,경기도,816435.0,9142203.0,9234633.0,0.08930396754480294,0.08841011873455068,-0.46669884183186405,0.46669884183186405
pres_2025,sido_42,C,이준석,0.0597690474671694,강원특별자치도,78704.0,1011225.0,1021784.0,0.0778303542732824,0.0770260642170948,-1.8061306806113002,1.8061306806113002
pres_2025,sido_43,C,이준석,0.0827749047511074,충청북도,86984.0,1046039.0,1057436.0,0.08315559936101809,0.08225935186621224,-0.038069460991069226,0.038069460991069226
pres_2025,sido_44,C,이준석,0.1477180169540098,충청남도,111092.0,1372516.0,1386928.0,0.08094040433772721,0.08009932743444505,6.677761261628258,6.677761261628258
pres_2025,sido_45,C,이준석,0.1019343352312644,전북특별자치도,67961.0,1226229.0,1238009.0,0.05542276361103839,0.05489540059886479,4.6511571620226,4.6511571620226
pres_2025,sido_46,C,이준석,0.1115509506112427,전라남도,60822.0,1283387.0,1294843.0,0.047391784395509694,0.0469724901011165,6.415916621573301,6.415916621573301
pres_2025,sido_47,C,이준석,0.0600978986680106,경상북도,116094.0,1718371.0,1734043.0,0.06756049770393006,0.06694989685953578,-0.7462599035919462,0.7462599035919462
pres_2025,sido_48,C,이준석,0.0558260744738622,경상남도,161579.0,2137155.0,2161642.0,0.07560471748656508,0.0747482700650709,-1.977864301270288,1.977864301270288
pres_2025,sido_50,C,이준석,0.0712982536707559,제주특별자치도,36909.0,410928.0,417647.0,0.08981865436280809,0.08837367441882739,-1.8520400692052186,1.8520400692052186
