slot,candidate_name,predicted_share,actual_contest_share,actual_raw_share,error_pp,absolute_error_pp,ex_post_actual_volume_reaggregated_prediction
A,이재명,0.5622962019078379,0.49962935694173594,0.4942026464027963,6.266684496610198,6.266684496610198,0.5628657141329104
B,김문수,0.3510888214666521,0.4160508140375874,0.41153188954705655,-6.496199257093532,6.496199257093532,0.35039755031668035
C,이준석,0.0866149766255101,0.08431982902067663,0.08340399151347135,0.22951476048334724,0.22951476048334724,0.08673673555040906
