election_id,predicted_third_share,gain,expansion_factor,applied_factor,feasibility_capped,max_candidate_level_shift_pp,outcome_fields_used
pres_2002,0.04451288017565745,1.0,1.0445128801756574,1.0445128801756574,False,1.6653345369377348e-14,
pres_2007,0.1646044504741085,1.0,1.1646044504741084,1.1646044504741084,False,5.551115123125783e-15,
pres_2012,0.0,1.0,1.0,1.0,False,0.0,
pres_2017,0.24608448900945887,1.0,1.246084489009459,1.14742275728269,True,5.551115123125783e-15,
pres_2022,0.02819224370583531,1.0,1.0281922437058353,1.0281922437058353,False,1.1102230246251565e-14,
