election_id,slot,candidate_name,predicted_share,region_weight_source
pres_2025,A,이재명,0.5581433175128252,pres_2022_valid_vote_volume
pres_2025,B,김문수,0.35524170586166465,pres_2022_valid_vote_volume
pres_2025,C,이준석,0.08661497662551026,pres_2022_valid_vote_volume
